season,country,predicted_influenza_peak,real_influenza_peak,predicted_influenza_peak_value,real_influenza_peak_value,mse,pcc
2007-2008,italy,2008-01,2008-05,3.993492044080572,7.21,8.20953552537108,0.8556005098090563
2008-2009,italy,2009-06,2009-04,5.691682884479106,8.23,2.4561712893618877,0.8173548856130005
2009-2010,italy,2010-05,2009-46,5.5835931602105155,12.92,12.272878504763842,0.31175117760367854
2010-2011,italy,2011-03,2011-05,12.53343398213896,11.04,3.3996565488539883,0.9197298955811432
2011-2012,italy,2012-05,2012-05,9.09113673388616,9.64,1.1634857878786637,0.9352952587690924
2012-2013,italy,2013-05,2013-06,10.082451705306406,9.99,2.3241601138736847,0.9410719115194369
2013-2014,italy,2014-03,2014-06,9.862425608407714,6.67,2.0673743159629856,0.9315001202163997
2014-2015,italy,2015-04,2015-04,4.6560599972731564,10.87,7.567341552375167,0.8704119652609926
2015-2016,italy,2016-05,2016-08,5.629147483180857,6.14,2.2002981996007827,0.691905667340454
