,week,incidence
0,2012-42,0.0
1,2012-43,0.02
2,2012-44,0.0
3,2012-45,0.04
4,2012-46,0.04
5,2012-47,0.06
6,2012-48,0.12
7,2012-49,0.2
8,2012-50,0.4
9,2012-51,0.9
10,2012-52,0.5
11,2013-01,0.82
12,2013-02,1.9
13,2013-03,4.46
14,2013-04,8.74
15,2013-05,16.62
16,2013-06,19.34
17,2013-07,17.96
18,2013-08,22.22
19,2013-09,21.74
20,2013-10,17.92
21,2013-11,13.88
22,2013-12,10.02
23,2013-13,5.96
24,2013-14,3.98
25,2013-15,3.84
