,week,incidence
0,2014-42,0.02
1,2014-43,0.04
2,2014-44,0.02
3,2014-45,0.04
4,2014-46,0.04
5,2014-47,0.06
6,2014-48,0.08
7,2014-49,0.08
8,2014-50,0.18
9,2014-51,0.38
10,2014-52,0.34
11,2015-01,0.34
12,2015-02,1.08
13,2015-03,2.58
14,2015-04,4.38
15,2015-05,9.08
16,2015-06,15.58
17,2015-07,20.74
18,2015-08,26.1
19,2015-09,30.98
20,2015-10,24.26
21,2015-11,18.22
22,2015-12,12.28
23,2015-13,8.44
24,2015-14,4.44
25,2015-15,2.5
