,week,incidence
0,2015-42,0.02
1,2015-43,0.04
2,2015-44,0.06
3,2015-45,0.04
4,2015-46,0.1
5,2015-47,0.16
6,2015-48,0.14
7,2015-49,0.3
8,2015-50,0.4
9,2015-51,0.6
10,2015-52,0.32
11,2016-01,0.58
12,2016-02,1.08
13,2016-03,2.2
14,2016-04,4.56
15,2016-05,5.88
16,2016-06,5.82
17,2016-07,8.74
18,2016-08,12.62
19,2016-09,15.72
20,2016-10,20.72
21,2016-11,22.12
22,2016-12,17.04
23,2016-13,11.76
24,2016-14,8.8
25,2016-15,0.58
