,week,incidence
0,2013-42,0.02
1,2013-43,0.0
2,2013-44,0.02
3,2013-45,0.04
4,2013-46,0.02
5,2013-47,0.06
6,2013-48,0.06
7,2013-49,0.06
8,2013-50,0.06
9,2013-51,0.06
10,2013-52,0.04
11,2014-01,0.06
12,2014-02,0.16
13,2014-03,0.22
14,2014-04,0.52
15,2014-05,0.78
16,2014-06,1.08
17,2014-07,1.4
18,2014-08,1.5
19,2014-09,1.66
20,2014-10,1.62
21,2014-11,1.64
22,2014-12,1.72
23,2014-13,1.28
24,2014-14,1.1
25,2014-15,0.96
