week,Koortsstuip,Tracheïtis,DTP-vaccin,Cyanovirus,week,Japanse_encefalitis,Zikavirus,Mydriase,Griep,Aviair_reovirus
2018-42,-0.12629695885509842,-0.19698395130049806,-0.35757783882783883,-0.012874493927125507,0.3431372549019608,-0.1279470529470529,-0.0266994092382119,-0.045200000000000004,0.010343759339305628,-0.05657051282051282
2018-43,-0.07978533094812167,-0.19698395130049806,-0.3516254578754579,-0.012874493927125507,0.3627450980392157,0.5084165834165835,-0.0266994092382119,-0.045200000000000004,0.14414457427344757,-0.05657051282051282
2018-44,0.03512574976323264,-0.19698395130049806,-0.35757783882783883,-0.012874493927125507,0.38235294117647056,0.10581918081918085,-0.0266994092382119,-0.045200000000000004,0.35460605442127285,-0.05657051282051282
2018-45,0.11583710407239817,-0.19698395130049806,-0.35757783882783883,-0.012874493927125507,0.4019607843137255,0.008416583416583438,-0.0266994092382119,-0.045200000000000004,0.42975056309179305,-0.05657051282051282
2018-46,0.18970851310112594,-0.19698395130049806,-0.3516254578754579,-0.012874493927125507,0.4215686274509804,-0.030544455544455524,-0.0266994092382119,-0.045200000000000004,0.44993439707265154,-0.05657051282051282
2018-47,0.07890139955803428,-0.19698395130049806,-0.3516254578754579,-0.012874493927125507,0.4411764705882353,-0.08898601398601397,-0.0266994092382119,-0.045200000000000004,0.13978562421185373,-0.05657051282051282
2018-48,0.01323792486583182,-0.19698395130049806,-0.35757783882783883,-0.012874493927125507,0.46078431372549017,-0.10197302697302695,-0.0266994092382119,-0.045200000000000004,0.07117954063372428,-0.05657051282051282
2018-49,0.0022940124171314095,-0.19698395130049806,-0.35757783882783883,-0.012874493927125507,0.4803921568627451,-0.06950549450549448,-0.0266994092382119,-0.045200000000000004,-0.022158846554752934,-0.05657051282051282
2018-50,-0.0592654951068084,-0.19698395130049806,-0.339720695970696,-0.012874493927125507,0.5,-0.10846653346653344,-0.0266994092382119,-0.045200000000000004,-0.028412992295300647,-0.05657051282051282
2018-51,-0.04832158265810799,-0.19698395130049806,-0.35757783882783883,-0.012874493927125507,0.5196078431372549,-0.10197302697302695,-0.0266994092382119,-0.045200000000000004,-0.08223654957759004,-0.05657051282051282
2018-52,-0.1604966852572872,-0.19698395130049806,-0.35757783882783883,-0.012874493927125507,0.5392156862745098,-0.19288211788211787,-0.0266994092382119,-0.045200000000000004,-0.10147278571897164,-0.05657051282051282
2019-01,-0.09893717773334738,-0.19698395130049806,-0.3516254578754579,-0.012874493927125507,-0.46078431372549017,-0.1344405594405594,-0.0266994092382119,-0.045200000000000004,-0.04660687081325762,-0.05657051282051282
2019-02,-0.08662527622855942,-0.19698395130049806,-0.35757783882783883,-0.012874493927125507,-0.4411764705882353,-0.1539210789210789,-0.0266994092382119,-0.045200000000000004,0.009396161499828701,-0.05657051282051282
2019-03,-0.1796485320425129,-0.19698395130049806,-0.3516254578754579,-0.012874493927125507,-0.4215686274509804,-0.19937562437562437,-0.0266994092382119,-0.045200000000000004,-0.08858545510208544,-0.05657051282051282
2019-04,-0.07294538566768391,-0.19698395130049806,-0.339720695970696,-0.012874493927125507,-0.4019607843137255,-0.1344405594405594,-0.0266994092382119,-0.045200000000000004,-0.054850972016706884,-0.05657051282051282
2019-05,-0.0647374513311586,-0.19698395130049806,-0.35757783882783883,-0.012874493927125507,-0.38235294117647056,-0.1409340659340659,-0.0266994092382119,-0.045200000000000004,-0.062336994948574594,-0.05657051282051282
2019-06,-0.10714511206987269,-0.19698395130049806,-0.3516254578754579,-0.012874493927125507,-0.3627450980392157,-0.1409340659340659,-0.0266994092382119,-0.045200000000000004,-0.07626668318888541,-0.05657051282051282
2019-07,0.026917815426707334,-0.19698395130049806,-0.35757783882783883,-0.012874493927125507,-0.3431372549019608,-0.1344405594405594,-0.0266994092382119,-0.045200000000000004,-0.07370816902229771,-0.05657051282051282
2019-08,-0.13313690413553617,-0.19698395130049806,-0.35757783882783883,-0.012874493927125507,-0.3235294117647059,-0.08898601398601397,-0.0266994092382119,-0.045200000000000004,-0.08716405834287005,-0.05657051282051282
2019-09,-0.13860886035988637,-0.19698395130049806,-0.3516254578754579,-0.012874493927125507,-0.30392156862745096,-0.11496003996003994,-0.0266994092382119,-0.045200000000000004,-0.08868021488603314,-0.05657051282051282
2019-10,-0.115353046406398,-0.19698395130049806,-0.35757783882783883,-0.012874493927125507,-0.28431372549019607,-0.11496003996003994,-0.0266994092382119,-0.045200000000000004,-0.10090422701528548,-0.05657051282051282
2019-11,-0.12903293696727353,-0.19698395130049806,-0.3516254578754579,-0.012874493927125507,-0.2647058823529412,-0.1539210789210789,-0.0266994092382119,-0.045200000000000004,-0.11056972497795013,-0.05657051282051282
2019-12,-0.09072924339682208,-0.19698395130049806,-0.35757783882783883,-0.012874493927125507,-0.24509803921568626,-0.17340159840159838,-0.0266994092382119,-0.045200000000000004,-0.1160657924469163,-0.05657051282051282
2019-13,-0.18101652109860047,-0.19698395130049806,-0.35757783882783883,-0.012874493927125507,-0.22549019607843138,-0.18638861138861137,-0.0266994092382119,-0.045200000000000004,-0.13009024047117482,-0.05657051282051282
2019-14,-0.1714405977059876,-0.19698395130049806,-0.35757783882783883,-0.012874493927125507,-0.20588235294117646,-0.04353146853146851,-0.0266994092382119,-0.045200000000000004,-0.12923740241564557,-0.05657051282051282
2019-15,-0.13997684941597394,-0.19698395130049806,-0.3516254578754579,-0.012874493927125507,-0.18627450980392157,-0.1604145854145854,-0.0266994092382119,-0.045200000000000004,-0.1314168774464425,-0.05657051282051282
