week,incidence
2011-42,1.27926
2011-43,1.29194
2011-44,1.42824
2011-45,1.39803
2011-46,1.45831
2011-47,1.56548
2011-48,1.34313
2011-49,1.48139
2011-50,1.63398
2011-51,1.83126
2011-52,2.10451
2012-1,1.73625
2012-2,1.55066
2012-3,1.62891
2012-4,1.76038
2012-5,1.92728
2012-6,1.91994
2012-7,2.09951
2012-8,2.23973
2012-9,2.21921
2012-10,2.16693
2012-11,2.38913
2012-12,1.96466
2012-13,1.84229
2012-14,1.68674
2012-15,1.53136
