week,incidence
2007-42,1.67351
2007-43,1.67351
2007-44,1.67351
2007-45,1.67351
2007-46,1.67351
2007-47,1.67351
2007-48,1.67351
2007-49,1.67351
2007-50,1.67351
2007-51,1.95096
2007-52,2.50019
2008-1,2.43939
2008-2,2.29319
2008-3,2.62907
2008-4,3.92966
2008-5,4.99202
2008-6,5.7776
2008-7,5.98318
2008-8,5.61677
2008-9,4.53234
2008-10,3.83249
2008-11,3.21522
2008-12,2.69245
2008-13,2.03366
2008-14,1.65275
2008-15,1.3113

