week,incidence
2012-42,1.33995
2012-43,1.37842
2012-44,1.50085
2012-45,1.65163
2012-46,1.76746
2012-47,2.30609
2012-48,2.16324
2012-49,2.83038
2012-50,3.43761
2012-51,4.30554
2012-52,6.06082
2013-1,4.64931
2013-2,4.32584
2013-3,4.51113
2013-4,4.2171
2013-5,3.78956
2013-6,3.29206
2013-7,3.0197
2013-8,2.71499
2013-9,2.4845
2013-10,2.57808
2013-11,2.39237
2013-12,2.06778
2013-13,1.90281
2013-14,1.65902
2013-15,1.43006
