season,country,predicted_influenza_peak,real_influenza_peak,predicted_influenza_peak_value,real_influenza_peak_value,mse,pcc
2016-2017,belgium,2017-09,2017-05,619.5603068946286,663.8996612386001,54865.11458991724,0.13544796587772753
2017-2018,belgium,2018-07,2018-10,437.60797622976463,752.6331722288,80876.15045278588,0.9091068348175861
2018-2019,belgium,2019-08,2019-07,290.83007186753855,760.71,33144.69906214777,0.8012307904203071
