week,Griep,Astma,Vogelpest,Aids,Antigene_drift,Hoofdpijn,Neuraminidase,Koorts,Mexicaanse_griep,Virologie
2018-42,-0.05138958263958265,-0.24717194570135748,-0.07592889363722698,0.02587746382495785,-0.05905842791088692,0.2679813124728378,0.11732259988073944,0.038466292081420037,-0.07034865540963102,0.07554240631163706
2018-43,-0.07790473415473416,-0.24717194570135748,0.005475427350427346,0.18599896523524206,0.23602353930222783,0.272218600608431,0.2103458556946929,0.12485857980852423,-0.05388524077548467,0.19092702169625245
2018-44,0.05277708402708402,0.6825666163901458,-0.060882597340930676,0.05712068361233038,0.055695670449768815,0.5815406345067361,0.18709004174120455,0.011028398125172353,-0.10022670419011882,0.1447731755424063
2018-45,-0.08575105450105451,0.6376319758672699,0.8044723409306742,0.1163526211258908,0.25241698192517864,0.15357453281182087,0.2917412045319022,0.05811775667170554,-0.042909631019387114,0.26785009861932935
2018-46,-0.05030733155733157,0.7021744595274007,0.6771575261158594,0.08944873742009779,-0.02627154266498528,0.19171012603215984,0.45453190220632084,0.11892606219636256,-0.049616948092557844,0.20631163708086783
2018-47,-0.06654109779109779,0.7528280542986425,0.4641945631528965,0.2174591518266936,-0.02627154266498528,0.2044219904389395,0.24522957662492548,0.08258939182187239,-0.07217792370231393,-0.009072978303747557
2018-48,-0.08493936618936619,0.6572398190045249,0.32029024216524216,0.7025969257472837,-0.19020596889449348,0.08577792264232934,0.26848539057841386,0.045140374395101907,-0.09900719199499687,0.2293885601577909
2018-49,-0.058694777444777455,0.5534816490698844,0.20917913105413102,0.3261595206702605,0.039302227826818,0.12815080399826154,0.18709004174120455,0.08110626241883198,-0.03681207004377735,0.19861932938856014
2018-50,0.3955801143301143,0.6098541980894921,0.3426667853751187,0.15345394462339568,0.006515342580916357,0.02221860060843103,0.280113297555158,0.26167726723900253,-0.04412914321450906,0.021696252465483214
2018-51,0.04141344766344766,0.5150829562594268,0.33765135327635326,0.06080911928167297,-0.10823875577973938,-0.015916992611907953,0.11732259988073944,0.17343106775809783,-0.07339743589743589,-0.0013806706114398645
2018-52,0.041684010434010425,0.2961287078934138,0.09652481006647673,0.055167982375619595,-0.15741908364859183,-0.14303563667970456,0.08243887895050687,0.13931909148816826,-0.09717792370231394,-0.10907297830374756
2019-01,0.3406558719058719,-0.24717194570135748,0.05987357549857549,-0.2974030742527163,0.18684321143337537,0.1832355497609734,-0.40593321407274896,0.4222260251181275,-0.031324265165728574,0.11400394477317552
2019-02,0.4061320623820624,-0.24717194570135748,0.016277896486229813,-0.2974030742527163,0.23602353930222783,0.2510321599304649,-0.40593321407274896,0.39738360761720054,-0.03193402126328955,0.11400394477317552
2019-03,0.411272755022755,-0.24717194570135748,-0.0026264245014245065,-0.2974030742527163,0.399957965531736,0.17052368535419374,-0.40593321407274896,0.4752479012768223,-0.044738899312070035,0.17554240631163706
2019-04,0.34390262515262515,-0.24717194570135748,0.02823777302943969,-0.2974030742527163,0.10487599831862128,0.2637440243372446,-0.40593321407274896,0.6013139005352577,0.008919637273295816,0.09861932938856013
2019-05,0.411272755022755,-0.24717194570135748,0.890892094017094,-0.2974030742527163,-0.0426649852879361,0.3442524989135158,-0.40593321407274896,0.6624929884106747,-0.018519387116948085,-0.0013806706114398645
2019-06,0.3330801143301143,-0.24717194570135748,0.18140135327635326,-0.2974030742527163,0.5638923917612442,0.4544219904389395,-0.40593321407274896,0.4733939895230218,-0.008763289555972477,0.1447731755424063
2019-07,0.2413593351093351,-0.24717194570135748,0.09420999525166192,-0.2974030742527163,-0.07545187053383774,0.5179813124728379,0.12895050685748363,0.39330500175883937,-0.005714509068167599,-0.009072978303747557
2019-08,0.08930305805305805,-0.24717194570135748,0.08726555080721747,-0.2974030742527163,-0.14102564102564102,0.27645588874402427,0.024299344066785945,0.18566688533318126,-0.07888524077548467,-0.0629191321499014
2019-09,-0.07195235320235321,-0.24717194570135748,0.0008457977207977157,0.056252816396014475,-0.2885666246321984,0.2044219904389395,0.594066785927251,0.06775809779146824,-0.08498280175109443,-0.11676528599605525
2019-10,-0.19045884670884672,-0.24717194570135748,-0.0026264245014245065,0.10637214813825792,-0.2065994115174443,0.03069317687961747,-0.06872391174716755,-0.04866756034720436,-0.12705597248280173,-0.23984220907297832
2019-11,-0.22698482073482074,-0.24717194570135748,-0.01111407882241216,0.14542617287247359,-0.2065994115174443,-0.08371360278139948,0.17546213476446038,-0.019004972286396055,-0.13376328955597247,-0.11676528599605525
2019-12,-0.2364545177045177,-0.24717194570135748,-0.030404202279202285,0.15649147988050136,-0.009878100042034462,0.043405041286397134,0.012671437090041758,-0.05311694855632561,-0.12522670419011883,-0.024457593688362943
2019-13,-0.26296966921966924,-0.24717194570135748,-0.05509556030389364,0.06905385783667406,-0.07545187053383774,0.06459148196436323,0.2103458556946929,-0.1105882129241417,-0.11364133833646028,0.01400394477317552
2019-14,-0.3008484570984571,-0.24717194570135748,-0.0790153133903134,0.011557654755745437,-0.15741908364859183,-0.16845936549326387,0.18709004174120455,-0.1391384539326697,-0.14656816760475297,0.006311637080867827
2019-15,-0.3165410977910978,-0.24717194570135748,-0.06937025166191833,0.011340687951666461,-0.02627154266498528,0.27645588874402427,-0.08035181872391173,-0.16398087143359666,-0.1105925578486554,-0.024457593688362943
