week,Peramivir,GlaxoSmithKline,Schwangerschaft,Impfung,Influenza-A-Virus_H1N1,Schweineinfluenza,Influenza-Schnelltest,Oseltamivir,Lungenentzündung,Tamiflu
2018-42,-0.022105411367156335,-0.025896347746741447,0.2507757347010368,0.006872676272983781,-0.0568279266062279,-0.021369446268485873,-0.06434495119754084,0.0016669878866505782,-0.16893703985617595,0.030964100440182444
2018-43,-0.022105411367156335,-0.03855101591322064,0.14674790606683688,-0.031495925909047415,-0.0568279266062279,-0.021369446268485873,-0.06886022344189675,-0.005188901322179807,-0.1703720689155144,0.021472832406773182
2018-44,-0.022105411367156335,-0.03348914864662896,0.23250403935134806,0.017489942143965695,-0.0568279266062279,-0.021369446268485873,-0.06886022344189675,-0.003886282372502034,-0.17080257763331594,0.02792689466949148
2018-45,-0.022105411367156335,-0.03405157834291692,0.21756445678086106,0.03769935856045541,-0.0568279266062279,-0.021369446268485873,-0.05797044920550897,0.0009813989657675398,-0.17058732327441517,0.03893676558824623
2018-46,-0.022105411367156335,-0.02617756259488543,0.2503729518376168,0.021224290829621403,-0.0568279266062279,-0.021369446268485873,-0.06354813844853686,0.0033809601888581745,-0.17058732327441517,0.022991435292118664
2018-47,-0.022105411367156335,-0.01774111715056597,0.24085262961132609,0.055053096570267225,-0.0568279266062279,-0.021369446268485873,-0.0616889087008609,0.004752138030624252,-0.16994156019771287,0.03324200476820067
2018-48,-0.022105411367156335,-0.027302421987461356,0.1899921389485652,0.02481219446878081,-0.0568279266062279,-0.021369446268485873,-0.06248572144986488,0.0051634913831540745,-0.17073082618034902,0.02792689466949148
2018-49,-0.022105411367156335,-0.03573886743178082,0.1698163791536183,0.010314134865646885,-0.0568279266062279,-0.021369446268485873,-0.06062649170218892,0.01681850303816573,-0.17094608053924978,0.026028641062809627
2018-50,-0.022105411367156335,-0.02758363683560534,0.14623527333157507,-0.0023533616562832617,-0.0568279266062279,-0.021369446268485873,-0.03884694322941336,0.010579643858130079,-0.17073082618034902,0.03893676558824623
2018-51,-0.022105411367156335,-0.03348914864662896,0.08321806351831987,-0.0563915838134188,-0.0568279266062279,-0.021369446268485873,-0.015473769258629822,0.00845431820339266,-0.16994156019771287,0.03893676558824623
2018-52,-0.022105411367156335,-0.08045202828667396,-0.06057541872261752,-0.19734494106610972,-0.0568279266062279,-0.021369446268485873,-0.03911254747908135,-0.00381772348041373,-0.17058732327441517,0.013879817980045771
2019-01,-0.022105411367156335,-0.15469274819668521,-0.10008475596172407,-0.20928021235555835,-0.0568279266062279,-0.021369446268485873,-0.024238709497673646,-0.026373598977465697,-0.17087432908628286,-0.02864106280962773
2019-02,-0.022105411367156335,-0.15469274819668521,0.2570737940199676,0.05183130554734858,-0.0568279266062279,-0.021369446268485873,-0.0215826670009937,-0.026373598977465697,-0.17073082618034902,-0.02864106280962773
2019-03,-0.022105411367156335,-0.15469274819668521,0.2591609415849621,0.11004321152962873,-0.0568279266062279,-0.021369446268485873,0.006571383463813737,-0.026373598977465697,-0.1706590747273821,-0.02864106280962773
2019-04,-0.022105411367156335,-0.15469274819668521,0.2564146947889167,0.10425863219302478,-0.0568279266062279,-0.021369446268485873,0.01692994920086553,-0.026373598977465697,-0.16951105147991133,-0.02864106280962773
2019-05,-0.022105411367156335,-0.15469274819668521,0.21562377571165564,0.09752216005419488,-0.0568279266062279,-0.021369446268485873,0.021710825694889434,-0.026373598977465697,-0.17044382036848132,-0.02864106280962773
2019-06,-0.022105411367156335,-0.15469274819668521,0.19650989801117963,0.09752216005419488,-0.0568279266062279,-0.021369446268485873,0.015070719453189567,-0.026373598977465697,-0.17080257763331594,-0.02864106280962773
2019-07,-0.022105411367156335,-0.15469274819668521,0.205847137117734,0.07540895803325325,-0.0568279266062279,-0.021369446268485873,-0.00856805876726196,-0.026373598977465697,-0.17073082618034902,-0.02864106280962773
2019-08,-0.022105411367156335,-0.15469274819668521,0.19303131873618878,0.08448855091602397,-0.0568279266062279,-0.021369446268485873,-0.042831006974433275,-0.026373598977465697,-0.17137658925705132,-0.02864106280962773
2019-09,-0.022105411367156335,-0.15469274819668521,0.20529788775852492,0.05131874788461152,-0.0568279266062279,-0.021369446268485873,-0.04814309196779317,-0.026373598977465697,-0.17144834071001824,-0.02864106280962773
2019-10,-0.022105411367156335,-0.009867101402534472,0.32455823195479,0.16378854359377165,-0.0568279266062279,-0.021369446268485873,-0.05504880245916103,-0.026373598977465697,-0.17144834071001824,-0.02864106280962773
2019-11,-0.022105411367156335,0.013754945841560015,0.30690901921220487,0.10733397816944713,-0.0568279266062279,-0.021369446268485873,-0.061954512950528895,-0.026373598977465697,-0.17144834071001824,-0.02864106280962773
2019-12,-0.022105411367156335,0.015161020082279925,0.29669298113091597,0.11736546385444384,-0.0568279266062279,-0.021369446268485873,-0.06381374269820486,-0.026373598977465697,-0.17144834071001824,-0.02864106280962773
2019-13,-0.022105411367156335,0.01881681310815169,0.30877646703351574,0.11948891702864022,-0.0568279266062279,-0.021369446268485873,-0.06461055544720884,-0.026373598977465697,-0.17144834071001824,-0.02864106280962773
2019-14,-0.022105411367156335,-0.001149441110071031,0.15520634619865672,0.01668449438823603,-0.0568279266062279,-0.021369446268485873,-0.06381374269820486,-0.026373598977465697,-0.17144834071001824,-0.02864106280962773
2019-15,-0.022105411367156335,-0.011554390491398366,0.06882773030704194,-0.053243015313748296,-0.0568279266062279,-0.021369446268485873,-0.0717818701882447,-0.026373598977465697,-0.17144834071001824,-0.02864106280962773
