week,Koorts,Griep,Diabetes_mellitus,Infectieziekte,Aziatische_griep,Pulmonologie,Neuraminidase,Ziekte,Vogelgriep,Hongkonggriep
2018-42,0.05150879408215261,-0.0067511790303887405,0.412075203902127,0.12053571428571429,0.01967719780219781,0.12983470181503887,0.08800422138836772,0.12178521779425396,-0.0037774725274725223,-0.04245774130328272
2018-43,0.08724383185089171,0.02243483442550058,0.48463237645929946,0.15625,0.001820054945054953,0.19163245462402764,0.0636139774859287,0.18632910763934862,-0.011499480249480245,0.0435295198432141
2018-44,0.11745882313502884,0.04176583035082987,0.5254847673116904,0.29910714285714285,-0.04817994505494505,0.09612683664649956,0.13068714821763602,0.22505544154640542,0.054137585387585396,-0.01698003429691329
2018-45,0.09232808519197248,0.041197271647143714,0.653135494962418,0.20647321428571427,-0.041037087912087905,0.5511830164217805,0.08190666041275797,0.35156146564279095,0.011666542916542922,-0.04245774130328272
2018-46,0.14564011308273367,0.03532216504238677,0.8660253078522309,0.17745535714285715,-0.03032280219780219,0.45567739844425237,0.051418855534709186,0.33521034688203366,-0.0018469705969705917,-0.045642454679078896
2018-47,0.14789171099092657,0.046693339116109886,0.5902456820726051,0.20089285714285715,-0.019608516483516476,0.26466616248919617,0.09410178236397748,0.25775767906792,0.011666542916542922,-0.02016474767270947
2018-48,0.1606023443436285,0.03797543899292217,0.5553184471453702,0.34151785714285715,-0.016037087912087904,0.24781222990492652,0.07580909943714821,0.25259416788031247,0.025180056430056434,-0.07748958843704068
2018-49,0.15914970053189115,0.05607455772693145,0.5198714616983847,0.22321428571428573,-0.04817994505494505,0.23657627484874674,0.06971153846153845,0.29648401297497684,0.029041060291060298,-0.118890862322391
2018-50,0.14338851517454076,0.023003393129186735,0.49201283383975686,0.21428571428571427,-0.041037087912087905,0.14107065687121864,0.10629690431519699,0.1673962332847875,-0.009568978318978313,-0.0743048750612445
2018-51,-0.01465913154248423,-0.08331708446012435,0.22933092115784423,-0.16852678571428573,-0.09817994505494505,-0.1960079948141746,-0.0339469981238274,-0.11917863762743279,-0.0037774725274725223,-0.14436856932876044
2018-52,0.18733099047959595,0.07568983300410383,0.30885275067967377,-0.0234375,-0.019608516483516476,0.12983470181503887,0.04532129455909943,0.04433254998014036,0.027110558360558364,-0.03608831455169036
2019-01,0.23650298350690566,0.05351604356034375,-0.13397469214776908,0.08705357142857142,-0.00532280219780219,0.23657627484874674,-0.2656543151969981,0.1699779888785913,0.021319052569052574,0.011682386085252313
2019-02,0.18856573771957272,0.04309246732609757,-0.13397469214776908,0.2700892857142857,0.07682005494505495,0.31522796024200517,-0.2656543151969981,0.24054597510922815,-0.0018469705969705917,0.07856136697697205
2019-03,0.20214795735931704,0.043850545597679105,-0.13397469214776908,0.46205357142857145,-0.026751373626373618,0.31522796024200517,-0.2656543151969981,0.28701757579769627,0.021319052569052574,-0.04245774130328272
2019-04,0.18297305904438388,0.028404700814205215,-0.13397469214776908,0.44419642857142855,0.026820054945054954,0.24781222990492652,-0.2656543151969981,0.1673962332847875,0.0058750371250371304,-0.05201188143067125
2019-05,0.18878363429133332,0.055695518591140684,-0.13397469214776908,0.30357142857142855,-0.03746565934065933,0.27028414001728607,-0.2656543151969981,0.24484890109890112,-0.019221487971487965,-0.026534174424301827
2019-06,0.24696201895141467,0.17234481263075027,-0.13397469214776908,0.18191964285714285,-0.00532280219780219,0.2983740276577355,-0.2656543151969981,0.2637817754534622,0.032902064152064155,0.021236526212640848
2019-07,0.323879508782908,0.32850893657654767,-0.13397469214776908,0.29575892857142855,0.012534340659340667,0.6579245894554883,0.16727251407129456,0.27841172381835033,0.025180056430056434,0.05308365997060263
2019-08,0.39338851517454076,0.39389318750045554,-0.13397469214776908,0.28794642857142855,0.06253434065934067,0.4837672860847018,0.23434568480300186,0.1949349596186946,0.021319052569052574,0.10403907398334149
2019-09,0.3471944419612926,0.31116789611411994,-0.13397469214776908,0.4341517857142857,0.026820054945054954,0.5511830164217805,0.2526383677298311,0.27152704223487356,0.030971562221562228,0.0721919402253797
2019-10,0.2627958364993519,0.22597885034514428,-0.13397469214776908,0.3515625,0.030391483516483523,0.45567739844425237,0.18556519699812382,0.2603394346617238,0.06379009504009504,0.0881155071043606
2019-11,0.21398700442497656,0.13671513386641784,-0.13397469214776908,0.22433035714285715,-0.00532280219780219,0.18039649956784787,0.40507739212007504,0.20784373758771352,0.092747623997624,0.07856136697697205
2019-12,0.1837720131408394,0.05730643491825146,-0.13397469214776908,0.2622767857142857,-0.06960851648351647,-0.049940579083837526,0.24654080675422138,0.11231878061697341,0.06765109890109891,0.08174608035276823
2019-13,0.14731065346623162,0.004714754827282064,-0.13397469214776908,0.35044642857142855,0.012534340659340667,0.10174481417458944,0.11239446529080675,0.11403995101284259,0.013597044847044852,0.014867099461048491
2019-14,0.09334493586018863,-0.04323369585025039,-0.13397469214776908,0.19866071428571427,-0.023179945054945045,0.07927290406222989,0.13068714821763602,0.09941000264795447,0.009736040986040992,-0.010610607545320935
2019-15,0.1467295959415367,-0.03498959464680113,-0.13397469214776908,0.2578125,-0.062465659340659334,0.09050885911840967,0.1184920262664165,0.09768883225208527,0.0078055390555390606,-0.007425894169524757
