week,Alexie,Griep,Flavivirus,Triple_gene_block,Mycovirus,Tabaksringvlekvirus,Picornavirus,Koorts,Ebola-uitbraak_in_West-Afrika_in_2014,Ataxie
2018-42,-0.06512820512820511,-0.05138958263958265,0.3643279797125951,-0.1282051282051282,-0.20299145299145296,0.13846153846153847,0.047275641025641024,0.038466292081420037,-0.23608778412271864,0.028428708892285073
2018-43,0.0948717948717949,-0.07790473415473416,0.22147083685545224,-0.1282051282051282,-0.11965811965811964,0.13846153846153847,0.07852564102564102,0.12485857980852423,-0.20988691076027322,0.25028301352804666
2018-44,0.1848717948717949,0.05277708402708402,0.5841081994928149,-0.1282051282051282,0.04700854700854703,-0.26153846153846155,0.031650641025641024,0.011028398125172353,-0.13565110290001123,0.09686137997396278
2018-45,0.2748717948717949,-0.08575105450105451,0.2764158918005072,-0.1282051282051282,-0.20299145299145296,-0.26153846153846155,0.07852564102564102,0.05811775667170554,-0.08761616840219462,0.04498500028301355
2018-46,0.2448717948717949,-0.05030733155733157,0.43026204564666104,0.1217948717948718,-0.03632478632478631,0.13846153846153847,0.297275641025641,0.11892606219636256,0.025920949501735506,0.02401369785475748
2018-47,0.05487179487179489,-0.06654109779109779,0.5071851225697379,0.1217948717948718,0.2136752136752137,0.13846153846153847,0.12540064102564102,0.08258939182187239,0.02155413727466127,-0.007995132167317575
2018-48,-0.00512820512820511,-0.08493936618936619,0.3863060016906171,-0.1282051282051282,0.04700854700854703,-0.26153846153846155,-0.10897435897435898,0.045140374395101907,-0.03084760945022956,0.03615497820795836
2018-49,0.03487179487179489,-0.058694777444777455,0.03465765004226542,-0.1282051282051282,0.2136752136752137,-0.26153846153846155,0.06290064102564102,0.08110626241883198,-0.00027992386070990917,0.442335993660497
2018-50,0.2648717948717949,0.3955801143301143,0.21048182586644124,-0.1282051282051282,-0.03632478632478631,-0.26153846153846155,0.21915064102564102,0.26167726723900253,-0.12255066621878852,0.1575677817399672
2018-51,0.1848717948717949,0.04141344766344766,0.2764158918005072,-0.1282051282051282,-0.03632478632478631,-0.06153846153846154,0.17227564102564102,0.17343106775809783,-0.14875153958123394,0.03836248372672216
2018-52,0.4748717948717949,0.041684010434010425,-0.009298393913778536,-0.1282051282051282,-0.20299145299145296,0.13846153846153847,0.10977564102564102,0.13931909148816826,-0.3321576531183518,-0.1349266994962359
2019-01,-0.4351282051282051,0.3406558719058719,-0.4158918005071851,-0.1282051282051282,-0.20299145299145296,-0.26153846153846155,-0.390224358974359,0.4222260251181275,-0.24918822080394135,0.10679515480839986
2019-02,-0.4351282051282051,0.4061320623820624,-0.4158918005071851,0.1217948717948718,-0.20299145299145296,-0.26153846153846155,-0.390224358974359,0.39738360761720054,-0.15311835180830816,0.3595545367068546
2019-03,0.5648717948717948,0.411272755022755,-0.4158918005071851,-0.1282051282051282,-0.11965811965811964,0.3384615384615385,-0.390224358974359,0.4752479012768223,-0.09198298062926887,0.7237929473028811
2019-04,0.3548717948717949,0.34390262515262515,-0.4158918005071851,0.6217948717948718,0.297008547008547,0.5384615384615385,-0.390224358974359,0.6013139005352577,0.5019034822528272,0.4114309163978038
2019-05,0.1248717948717949,0.411272755022755,0.07861369399830938,0.6217948717948718,0.547008547008547,-0.06153846153846154,-0.390224358974359,0.6624929884106747,0.5324711678423468,0.12335144619912834
2019-06,-0.06512820512820511,0.3330801143301143,0.1445477599323753,-0.1282051282051282,-0.11965811965811964,-0.26153846153846155,0.09415064102564102,0.4733939895230218,0.6678423468816481,0.1553602762212034
2019-07,-0.0951282051282051,0.2413593351093351,0.3423499577345731,-0.1282051282051282,-0.11965811965811964,0.13846153846153847,0.406650641025641,0.39330500175883937,0.18749300190348223,0.14321899586800252
2019-08,-0.08512820512820511,0.08930305805305805,0.03465765004226542,-0.1282051282051282,0.04700854700854703,-0.26153846153846155,0.422275641025641,0.18566688533318126,0.06522225954540363,0.2944331239033226
2019-09,-0.06512820512820511,-0.07195235320235321,0.06762468300929839,-0.1282051282051282,-0.20299145299145296,-0.26153846153846155,0.14102564102564102,0.06775809779146824,0.04775501063710669,0.5692675609894153
2019-10,-0.05512820512820511,-0.19045884670884672,0.1445477599323753,0.1217948717948718,-0.03632478632478631,0.7384615384615385,-0.10897435897435898,-0.04866756034720436,-0.10071660508341733,0.41805343295409525
2019-11,0.1248717948717949,-0.22698482073482074,0.03465765004226542,-0.1282051282051282,0.04700854700854703,-0.26153846153846155,0.047275641025641024,-0.019004972286396055,0.03465457395588398,0.16860530933378617
2019-12,0.1348717948717949,-0.2364545177045177,0.23245984784446322,0.1217948717948718,0.3803418803418803,-0.06153846153846154,0.016025641025641024,-0.05311694855632561,-0.07014891949389768,-0.006891379407935677
2019-13,-0.01512820512820511,-0.26296966921966924,0.1335587489433643,0.1217948717948718,-0.03632478632478631,-0.26153846153846155,0.06290064102564102,-0.1105882129241417,-0.12255066621878852,0.06485254995188772
2019-14,-0.02512820512820511,-0.3008484570984571,0.1335587489433643,-0.1282051282051282,-0.20299145299145296,-0.26153846153846155,0.09415064102564102,-0.1391384539326697,-0.30158996752883216,0.04608875304239545
2019-15,-0.00512820512820511,-0.3165410977910978,-0.06424344885883349,0.1217948717948718,-0.11965811965811964,0.13846153846153847,0.328525641025641,-0.16398087143359666,-0.18805284962490204,0.04056998924548596
