Week,1960-1969,Afweer,Aids,Amantadine,Antigene drift,Antigene shift,Astma,Aviaire influenza,Azerbeidzjan,Aziatische griep,Bloedtransfusie,Borstvoeding,Buikgriep,COPD,Cytostaticum,Darminfectie,Diabetes mellitus,Ebola,Echinacea (plant),Eerste Wereldoorlog,Eiwitmantel,Endemie (geneeskunde),Epidemie,Genetica,Griep,Griepprik,H1N1,H2N2,H3N2,H5N1,H5N2,H7N9,Hemagglutinine,Hiv,Hoest,Hoesten,Hong Kong griep,Hongkong,Hongkonggriep,Hoofdpijn,Immuundeficiëntie,Immuunsysteem,Incubatieperiode,Infectie,Infectieziekte,Influenza,Influenzavirus A,Keel (anatomie),Keelpijn,Koorts,Koude rilling,Koude rillingen,La Gloria (Veracruz),Lijst van longziekten,Marburgvirus,Mexicaanse griep,Morbiditeitsgraad,Mortaliteit,Mutatie (biologie),Neuraminidase,Opportunistische infectie,Orthomyxovirus,Oseltamivir,Palmitoylethanolamide,Pandemie,Pandemrix,Pathogeen,Pokken,Pulmonologie,Recombinatie (genetica),SARS,Spaanse griep,Spierpijn,Steenpuist,Symptoom,Vaccin,Varkensgriep,Verkoudheid,Virologie,Virulentie,Virus (biologie),Virusinfectie,Vogelgriep,Vogelpest,Wereldgezondheidsorganisatie,Ziekte
2008-01,,204.0,,,0.0,0.0,,0.0,952.0,0.0,337.0,616.0,1800.0,,255.0,190.0,,,0.0,0.0,33.0,0.0,,,4287.0,75.0,,,,,,,75.0,,763.0,115.0,0.0,,129.0,940.0,2.0,1041.0,281.0,1002.0,600.0,,,0.0,0.0,4499.0,0.0,0.0,0.0,0.0,,0.0,17.0,177.0,0.0,,0.0,,,,,,240.0,,0.0,0.0,,0.0,788.0,1799.0,450.0,,0.0,2383.0,126.0,89.0,0.0,1.0,121.0,448.0,345.0,1080.0
2008-02,,253.0,,,0.0,0.0,,0.0,949.0,0.0,390.0,641.0,455.0,,430.0,179.0,,,0.0,0.0,62.0,0.0,,,3616.0,129.0,,,,,,,89.0,,677.0,115.0,0.0,,97.0,986.0,6.0,1298.0,196.0,1039.0,694.0,,,0.0,1.0,3768.0,0.0,0.0,0.0,0.0,,0.0,9.0,203.0,0.0,,0.0,,,,,,347.0,,0.0,0.0,,0.0,771.0,1398.0,478.0,,0.0,1882.0,143.0,103.0,0.0,0.0,140.0,324.0,463.0,1197.0
2008-03,,322.0,,,0.0,0.0,,0.0,1006.0,0.0,426.0,687.0,434.0,,448.0,147.0,,,0.0,0.0,26.0,0.0,,,3511.0,87.0,,,,,,,61.0,,637.0,63.0,0.0,,87.0,955.0,5.0,1366.0,301.0,1038.0,715.0,,,0.0,0.0,3852.0,0.0,0.0,0.0,0.0,,0.0,22.0,183.0,0.0,,0.0,,,,,,317.0,,0.0,0.0,,0.0,853.0,1588.0,535.0,,0.0,1612.0,127.0,83.0,0.0,0.0,111.0,303.0,417.0,1148.0
2008-04,,231.0,,,0.0,0.0,,0.0,959.0,0.0,327.0,645.0,464.0,,451.0,137.0,,,0.0,0.0,44.0,0.0,,,4155.0,117.0,,,,,,,53.0,,596.0,72.0,0.0,,108.0,876.0,8.0,1141.0,273.0,1146.0,635.0,,,0.0,0.0,3427.0,0.0,0.0,0.0,0.0,,0.0,18.0,166.0,0.0,,0.0,,,,,,291.0,,0.0,0.0,,0.0,853.0,1499.0,499.0,,0.0,1433.0,149.0,90.0,0.0,1.0,118.0,328.0,420.0,1069.0
2008-05,,209.0,,,0.0,0.0,,0.0,799.0,0.0,336.0,615.0,453.0,,400.0,161.0,,,0.0,0.0,39.0,0.0,,,4159.0,86.0,,,,,,,65.0,,597.0,71.0,0.0,,94.0,878.0,8.0,1277.0,289.0,935.0,742.0,,,0.0,1.0,3317.0,0.0,0.0,0.0,0.0,,0.0,12.0,136.0,0.0,,0.0,,,,,,281.0,,0.0,0.0,,0.0,727.0,1353.0,495.0,,0.0,1342.0,147.0,99.0,0.0,0.0,110.0,267.0,347.0,1086.0
2008-06,,186.0,,,0.0,0.0,,0.0,670.0,0.0,323.0,618.0,1085.0,,302.0,138.0,,,0.0,0.0,36.0,0.0,,,4654.0,75.0,,,,,,,59.0,,704.0,70.0,0.0,,110.0,870.0,4.0,1015.0,226.0,929.0,558.0,,,0.0,2.0,3500.0,0.0,0.0,0.0,0.0,,0.0,18.0,119.0,0.0,,0.0,,,,,,241.0,,0.0,0.0,,0.0,775.0,1332.0,457.0,,0.0,1977.0,91.0,76.0,0.0,0.0,95.0,258.0,353.0,889.0
2008-07,,196.0,,,0.0,0.0,,0.0,815.0,0.0,448.0,630.0,816.0,,386.0,150.0,,,0.0,0.0,39.0,0.0,,,5024.0,80.0,,,,,,,51.0,,666.0,52.0,0.0,,107.0,838.0,10.0,1123.0,373.0,973.0,630.0,,,0.0,1.0,3666.0,0.0,0.0,0.0,0.0,,0.0,9.0,155.0,0.0,48.0,0.0,,,,,,226.0,,0.0,0.0,,0.0,835.0,1292.0,486.0,,0.0,1901.0,95.0,79.0,0.0,0.0,91.0,270.0,442.0,1132.0
2008-08,,213.0,,,0.0,0.0,,0.0,990.0,0.0,369.0,634.0,473.0,,411.0,139.0,,,0.0,0.0,54.0,0.0,,,4955.0,60.0,,,,,,,59.0,,634.0,79.0,0.0,,89.0,838.0,3.0,1157.0,298.0,962.0,669.0,,,0.0,1.0,3711.0,0.0,0.0,0.0,0.0,,0.0,13.0,137.0,0.0,41.0,0.0,,,,,,283.0,,0.0,0.0,,0.0,808.0,1459.0,483.0,,0.0,1673.0,151.0,89.0,0.0,0.0,128.0,312.0,408.0,1085.0
2008-09,,214.0,3280.0,,0.0,0.0,,0.0,806.0,0.0,349.0,545.0,452.0,,393.0,129.0,,,0.0,0.0,32.0,0.0,,,3720.0,64.0,,,,,,,79.0,,650.0,88.0,0.0,2044.0,94.0,777.0,2.0,1047.0,260.0,925.0,492.0,,,0.0,3.0,3165.0,0.0,0.0,0.0,0.0,,0.0,9.0,142.0,0.0,62.0,0.0,,,,,,370.0,,1.0,0.0,,0.0,768.0,1266.0,412.0,,0.0,1378.0,95.0,117.0,0.0,0.0,92.0,287.0,355.0,1017.0
2008-10,,202.0,3471.0,,0.0,0.0,,0.0,748.0,0.0,291.0,571.0,334.0,,321.0,113.0,,,0.0,0.0,26.0,0.0,,,2524.0,74.0,,,,,,,44.0,,443.0,53.0,0.0,2214.0,85.0,796.0,0.0,994.0,281.0,763.0,540.0,,,0.0,3.0,2650.0,0.0,0.0,0.0,0.0,,0.0,7.0,158.0,0.0,27.0,0.0,,,,,,243.0,,0.0,0.0,,0.0,647.0,1164.0,385.0,,0.0,967.0,72.0,147.0,0.0,0.0,108.0,278.0,379.0,847.0
2008-11,,224.0,4123.0,,0.0,0.0,,0.0,952.0,0.0,449.0,671.0,337.0,,387.0,138.0,,,0.0,0.0,29.0,0.0,,,3061.0,60.0,,,,,,,95.0,,582.0,43.0,0.0,2584.0,300.0,929.0,2.0,1435.0,308.0,988.0,610.0,,,0.0,2.0,2864.0,0.0,0.0,0.0,0.0,,0.0,11.0,152.0,0.0,67.0,0.0,,,,,,228.0,,0.0,0.0,1466.0,0.0,836.0,1700.0,470.0,,0.0,1126.0,112.0,89.0,0.0,0.0,143.0,347.0,546.0,1007.0
2008-12,,155.0,3296.0,,0.0,0.0,,0.0,828.0,0.0,297.0,603.0,300.0,,324.0,92.0,,,0.0,0.0,30.0,0.0,,,2486.0,55.0,,,,,,,53.0,,466.0,76.0,0.0,2303.0,107.0,921.0,1.0,965.0,260.0,914.0,534.0,,,0.0,41.0,2602.0,0.0,0.0,0.0,0.0,,0.0,12.0,130.0,0.0,55.0,0.0,,,,,,222.0,,0.0,0.0,478.0,0.0,698.0,1524.0,436.0,,0.0,987.0,81.0,87.0,0.0,0.0,88.0,225.0,430.0,911.0
2008-13,,158.0,3440.0,,0.0,0.0,,0.0,788.0,0.0,347.0,610.0,311.0,,218.0,122.0,,,0.0,0.0,31.0,0.0,,,2730.0,55.0,,,,,,,67.0,,537.0,53.0,0.0,2151.0,82.0,835.0,0.0,1224.0,391.0,853.0,666.0,,,0.0,9.0,2959.0,0.0,0.0,0.0,0.0,,0.0,9.0,110.0,0.0,51.0,0.0,,,,,,246.0,,0.0,0.0,438.0,0.0,729.0,1577.0,446.0,,0.0,1284.0,81.0,107.0,0.0,0.0,109.0,292.0,380.0,966.0
2008-14,,225.0,3567.0,,0.0,0.0,,0.0,856.0,0.0,371.0,587.0,309.0,,341.0,167.0,,,0.0,0.0,32.0,0.0,,,2594.0,55.0,,,,,,,45.0,,482.0,55.0,0.0,1978.0,85.0,986.0,2.0,1404.0,235.0,987.0,706.0,,,0.0,5.0,2858.0,0.0,0.0,0.0,0.0,,0.0,10.0,137.0,0.0,51.0,0.0,,,,,,243.0,,0.0,0.0,419.0,0.0,800.0,1546.0,423.0,,0.0,1074.0,78.0,110.0,0.0,0.0,87.0,254.0,418.0,1014.0
2008-15,,238.0,4482.0,,0.0,0.0,,0.0,765.0,0.0,470.0,726.0,268.0,,339.0,120.0,,,0.0,0.0,30.0,0.0,,,2245.0,46.0,,,,,,,64.0,,560.0,75.0,0.0,1944.0,83.0,936.0,2.0,1314.0,242.0,943.0,688.0,106.0,,0.0,7.0,2711.0,0.0,0.0,0.0,0.0,,0.0,9.0,126.0,0.0,58.0,0.0,,,,,,286.0,,0.0,0.0,570.0,0.0,697.0,1650.0,437.0,,0.0,1002.0,107.0,127.0,0.0,0.0,79.0,238.0,624.0,1120.0
2008-16,,231.0,3620.0,,0.0,0.0,,0.0,851.0,0.0,461.0,643.0,264.0,,291.0,156.0,,,0.0,0.0,30.0,0.0,,,593.0,53.0,,,,,,,52.0,,491.0,68.0,0.0,2092.0,93.0,797.0,0.0,1120.0,152.0,902.0,776.0,124.0,,0.0,4.0,2552.0,0.0,0.0,0.0,0.0,,0.0,19.0,124.0,0.0,49.0,0.0,,,,,,289.0,,0.0,0.0,452.0,0.0,719.0,1617.0,442.0,,0.0,881.0,73.0,111.0,0.0,0.0,104.0,237.0,421.0,960.0
2008-17,,208.0,2932.0,,0.0,0.0,,0.0,875.0,0.0,285.0,633.0,238.0,,125.0,118.0,,,0.0,0.0,26.0,0.0,,,1785.0,39.0,,,,,,,42.0,,483.0,82.0,0.0,1715.0,57.0,850.0,0.0,1251.0,116.0,950.0,545.0,80.0,,0.0,2.0,2392.0,0.0,0.0,0.0,0.0,,0.0,8.0,120.0,0.0,41.0,0.0,,,,,,230.0,,1.0,0.0,420.0,0.0,701.0,1440.0,441.0,382.0,1.0,809.0,81.0,97.0,0.0,0.0,77.0,282.0,368.0,939.0
2008-18,,144.0,2049.0,,0.0,0.0,,0.0,990.0,0.0,276.0,494.0,188.0,,217.0,91.0,,,0.0,0.0,16.0,0.0,,,1086.0,24.0,,,,,,,25.0,,423.0,48.0,0.0,1400.0,59.0,700.0,2.0,875.0,125.0,753.0,345.0,61.0,,0.0,2.0,1856.0,0.0,0.0,0.0,0.0,,0.0,9.0,126.0,0.0,34.0,0.0,,,,,,175.0,,0.0,0.0,320.0,0.0,505.0,1374.0,315.0,320.0,0.0,629.0,56.0,67.0,0.0,0.0,69.0,197.0,403.0,662.0
2008-19,,150.0,2301.0,,0.0,0.0,,0.0,787.0,0.0,232.0,589.0,669.0,,226.0,86.0,,,0.0,0.0,18.0,0.0,,,969.0,28.0,,,,,,,38.0,,416.0,71.0,0.0,1578.0,43.0,634.0,0.0,779.0,105.0,756.0,464.0,57.0,,0.0,4.0,1799.0,0.0,0.0,0.0,0.0,,0.0,7.0,107.0,0.0,40.0,0.0,,,,,,223.0,,0.0,0.0,320.0,0.0,459.0,1412.0,290.0,226.0,0.0,603.0,69.0,96.0,0.0,0.0,56.0,173.0,374.0,671.0
2008-20,,168.0,3717.0,,0.0,0.0,,0.0,874.0,0.0,324.0,385.0,267.0,,360.0,166.0,,,0.0,0.0,24.0,0.0,,,967.0,43.0,,,,,,,54.0,,500.0,50.0,0.0,2060.0,95.0,832.0,0.0,982.0,140.0,970.0,617.0,83.0,,0.0,0.0,1978.0,0.0,0.0,0.0,0.0,,0.0,12.0,157.0,0.0,49.0,0.0,0.0,,,,,258.0,,0.0,0.0,480.0,0.0,649.0,1510.0,416.0,455.0,0.0,575.0,98.0,130.0,0.0,0.0,83.0,253.0,397.0,861.0
