Week,1960-1969,Afweer,Aids,Amantadine,Antigene drift,Antigene shift,Astma,Aviaire influenza,Azerbeidzjan,Aziatische griep,Bloedtransfusie,Borstvoeding,Buikgriep,COPD,Cytostaticum,Darminfectie,Diabetes mellitus,Ebola,Echinacea (plant),Eerste Wereldoorlog,Eiwitmantel,Endemie (geneeskunde),Epidemie,Genetica,Griep,Griepprik,H1N1,H2N2,H3N2,H5N1,H5N2,H7N9,Hemagglutinine,Hiv,Hoest,Hoesten,Hong Kong griep,Hongkong,Hongkonggriep,Hoofdpijn,Immuundeficiëntie,Immuunsysteem,Incubatieperiode,Infectie,Infectieziekte,Influenza,Influenzavirus A,Keel (anatomie),Keelpijn,Koorts,Koude rilling,Koude rillingen,La Gloria (Veracruz),Lijst van longziekten,Marburgvirus,Mexicaanse griep,Morbiditeitsgraad,Mortaliteit,Mutatie (biologie),Neuraminidase,Opportunistische infectie,Orthomyxovirus,Oseltamivir,Palmitoylethanolamide,Pandemie,Pandemrix,Pathogeen,Pokken,Pulmonologie,Recombinatie (genetica),SARS,Spaanse griep,Spierpijn,Steenpuist,Symptoom,Vaccin,Varkensgriep,Verkoudheid,Virologie,Virulentie,Virus (biologie),Virusinfectie,Vogelgriep,Vogelpest,Wereldgezondheidsorganisatie,Ziekte
2016-01,,249.0,,,0.0,0.0,,0.0,964.0,0.0,624.0,226.0,403.0,,8.0,23.0,,,0.0,0.0,63.0,0.0,,,763.0,48.0,,,,,,,67.0,,113.0,19.0,0.0,,41.0,281.0,0.0,963.0,297.0,571.0,313.0,,,0.0,42.0,1120.0,0.0,0.0,0.0,0.0,,0.0,70.0,117.0,0.0,,0.0,,,,,,468.0,,93.0,0.0,,0.0,236.0,349.0,279.0,,108.0,616.0,80.0,106.0,0.0,7.0,22.0,178.0,432.0,431.0
2016-02,,323.0,,,0.0,0.0,,0.0,882.0,0.0,590.0,250.0,362.0,,19.0,12.0,,,0.0,0.0,72.0,0.0,,,805.0,37.0,,,,,,,92.0,,120.0,21.0,0.0,,49.0,287.0,0.0,938.0,334.0,566.0,363.0,,,0.0,41.0,1142.0,0.0,0.0,0.0,0.0,,0.0,91.0,126.0,0.0,,0.0,,,,,,457.0,,71.0,0.0,,0.0,266.0,276.0,220.0,,181.0,579.0,85.0,96.0,0.0,6.0,24.0,179.0,506.0,462.0
2016-03,,300.0,,,0.0,0.0,,0.0,1953.0,0.0,572.0,282.0,468.0,,16.0,16.0,,,0.0,0.0,52.0,0.0,,,1132.0,95.0,,,,,,,50.0,,124.0,22.0,0.0,,54.0,234.0,0.0,982.0,289.0,564.0,370.0,,,0.0,43.0,1299.0,0.0,0.0,0.0,0.0,,0.0,82.0,147.0,0.0,,0.0,,,,,,471.0,,91.0,0.0,,0.0,231.0,290.0,182.0,,151.0,604.0,93.0,99.0,0.0,8.0,22.0,184.0,410.0,421.0
2016-04,,249.0,,,0.0,0.0,,0.0,817.0,0.0,499.0,311.0,417.0,,9.0,26.0,,,0.0,0.0,32.0,0.0,,,1471.0,76.0,,,,,,,49.0,,127.0,25.0,0.0,,72.0,252.0,0.0,949.0,361.0,512.0,332.0,,,0.0,35.0,1348.0,0.0,0.0,0.0,0.0,,0.0,74.0,129.0,0.0,,0.0,,,,,,315.0,,81.0,0.0,,0.0,325.0,307.0,178.0,,222.0,614.0,121.0,80.0,0.0,4.0,25.0,200.0,427.0,357.0
2016-05,,226.0,,,0.0,0.0,,0.0,818.0,0.0,428.0,230.0,402.0,,11.0,22.0,,,0.0,0.0,45.0,0.0,,,1351.0,71.0,,,,,,,48.0,,129.0,21.0,0.0,,57.0,265.0,0.0,745.0,346.0,535.0,381.0,,,0.0,42.0,1449.0,0.0,0.0,0.0,0.0,,0.0,44.0,103.0,0.0,,0.0,,,,,,382.0,,84.0,0.0,,0.0,316.0,298.0,302.0,,154.0,658.0,124.0,114.0,0.0,5.0,15.0,164.0,790.0,426.0
2016-06,,205.0,,,0.0,0.0,,0.0,778.0,0.0,476.0,251.0,332.0,,14.0,19.0,,,0.0,0.0,32.0,0.0,,,1504.0,95.0,,,,,,,58.0,,127.0,22.0,0.0,,76.0,266.0,0.0,675.0,227.0,425.0,288.0,,,0.0,38.0,1310.0,0.0,0.0,0.0,0.0,,0.0,46.0,98.0,0.0,,0.0,,,,,,327.0,,88.0,0.0,,0.0,221.0,301.0,201.0,,122.0,614.0,146.0,104.0,0.0,4.0,20.0,148.0,490.0,308.0
2016-07,,203.0,,,0.0,0.0,,0.0,910.0,0.0,534.0,266.0,394.0,,9.0,31.0,,,0.0,0.0,54.0,0.0,,,1487.0,75.0,,,,,,,58.0,,120.0,15.0,0.0,,67.0,265.0,0.0,806.0,286.0,542.0,351.0,,,0.0,43.0,1491.0,0.0,0.0,0.0,0.0,,0.0,71.0,119.0,0.0,65.0,0.0,,,,,,350.0,,75.0,0.0,,0.0,245.0,333.0,187.0,,208.0,670.0,115.0,107.0,0.0,9.0,38.0,220.0,453.0,396.0
2016-08,,217.0,,,0.0,0.0,,0.0,873.0,0.0,422.0,252.0,364.0,,11.0,21.0,,,0.0,0.0,58.0,0.0,,,1400.0,59.0,,,,,,,62.0,,117.0,21.0,0.0,,38.0,284.0,0.0,815.0,258.0,490.0,332.0,,,0.0,50.0,1473.0,0.0,0.0,0.0,0.0,,0.0,62.0,96.0,0.0,58.0,0.0,,,,,,337.0,,92.0,0.0,,0.0,203.0,327.0,170.0,,128.0,577.0,110.0,138.0,0.0,6.0,18.0,175.0,396.0,409.0
2016-09,,232.0,1268.0,,0.0,0.0,,0.0,818.0,0.0,471.0,276.0,444.0,,10.0,22.0,,,0.0,0.0,38.0,0.0,,,1363.0,78.0,,,,,,,92.0,,117.0,15.0,0.0,1422.0,62.0,262.0,0.0,824.0,226.0,494.0,347.0,,,0.0,40.0,1451.0,0.0,0.0,0.0,0.0,,0.0,55.0,102.0,0.0,88.0,0.0,,,,,,391.0,,78.0,0.0,,0.0,225.0,299.0,178.0,,98.0,563.0,97.0,124.0,0.0,11.0,8.0,156.0,360.0,349.0
2016-10,,250.0,1454.0,,0.0,0.0,,0.0,834.0,0.0,595.0,276.0,336.0,,7.0,18.0,,,0.0,0.0,40.0,0.0,,,1153.0,56.0,,,,,,,53.0,,87.0,18.0,0.0,1517.0,35.0,249.0,0.0,836.0,221.0,455.0,349.0,,,0.0,32.0,1352.0,0.0,0.0,0.0,0.0,,0.0,64.0,109.0,0.0,47.0,0.0,,,,,,346.0,,73.0,0.0,,0.0,222.0,323.0,188.0,,60.0,597.0,94.0,77.0,0.0,10.0,11.0,183.0,432.0,372.0
2016-11,,212.0,1401.0,,0.0,0.0,,0.0,1007.0,0.0,629.0,242.0,336.0,,9.0,16.0,,,0.0,0.0,36.0,0.0,,,977.0,62.0,,,,,,,34.0,,105.0,14.0,0.0,1466.0,32.0,276.0,0.0,837.0,228.0,556.0,323.0,,,0.0,33.0,1202.0,0.0,0.0,0.0,0.0,,0.0,48.0,97.0,0.0,44.0,0.0,,,,,,330.0,,77.0,0.0,275.0,0.0,236.0,301.0,192.0,,80.0,539.0,96.0,99.0,0.0,3.0,22.0,150.0,405.0,341.0
2016-12,,194.0,990.0,,0.0,0.0,,0.0,857.0,0.0,561.0,219.0,313.0,,10.0,18.0,,,0.0,0.0,40.0,0.0,,,782.0,43.0,,,,,,,44.0,,108.0,12.0,0.0,1464.0,42.0,231.0,0.0,634.0,177.0,390.0,249.0,,,0.0,31.0,922.0,0.0,0.0,0.0,0.0,,0.0,43.0,105.0,0.0,50.0,0.0,,,,,,333.0,,63.0,0.0,182.0,0.0,222.0,254.0,143.0,,65.0,416.0,87.0,125.0,0.0,5.0,14.0,140.0,289.0,296.0
2016-13,,214.0,886.0,,0.0,0.0,,0.0,2279.0,0.0,458.0,250.0,317.0,,10.0,23.0,,,0.0,0.0,38.0,0.0,,,618.0,38.0,,,,,,11.0,30.0,,110.0,11.0,0.0,1318.0,28.0,264.0,0.0,709.0,186.0,384.0,213.0,,,0.0,41.0,938.0,0.0,0.0,0.0,0.0,,0.0,59.0,88.0,0.0,56.0,0.0,,,,,,305.0,,60.0,0.0,237.0,0.0,235.0,301.0,138.0,,59.0,379.0,75.0,86.0,0.0,4.0,11.0,131.0,276.0,274.0
2016-14,,190.0,910.0,,0.0,0.0,,0.0,2295.0,0.0,527.0,287.0,301.0,,12.0,16.0,,,0.0,0.0,43.0,0.0,,,582.0,44.0,,,,,,22.0,49.0,,108.0,13.0,0.0,1344.0,30.0,244.0,0.0,797.0,156.0,422.0,289.0,,,0.0,35.0,956.0,0.0,0.0,0.0,0.0,,0.0,58.0,111.0,0.0,47.0,0.0,,,,,,390.0,,73.0,0.0,160.0,0.0,224.0,275.0,151.0,,56.0,384.0,107.0,85.0,0.0,3.0,11.0,145.0,465.0,354.0
2016-15,,207.0,1147.0,,0.0,0.0,,0.0,875.0,0.0,490.0,387.0,244.0,,18.0,27.0,,,0.0,0.0,39.0,0.0,,,414.0,48.0,,,,,,28.0,27.0,,104.0,11.0,0.0,1342.0,30.0,226.0,0.0,772.0,174.0,435.0,320.0,41.0,,0.0,46.0,776.0,0.0,0.0,0.0,0.0,,0.0,60.0,100.0,0.0,33.0,0.0,,,,,,312.0,,56.0,0.0,179.0,0.0,249.0,271.0,160.0,,51.0,328.0,55.0,112.0,0.0,3.0,16.0,137.0,462.0,347.0
2016-16,,173.0,1512.0,,0.0,0.0,,0.0,924.0,0.0,421.0,216.0,261.0,,15.0,7.0,,,0.0,0.0,33.0,0.0,,,592.0,46.0,,,,,,11.0,35.0,,76.0,9.0,0.0,1233.0,18.0,203.0,0.0,665.0,170.0,368.0,367.0,33.0,,0.0,31.0,763.0,0.0,0.0,0.0,0.0,,0.0,52.0,99.0,0.0,40.0,0.0,,,,,,293.0,,48.0,0.0,167.0,0.0,200.0,268.0,127.0,,31.0,387.0,86.0,101.0,0.0,2.0,20.0,179.0,378.0,292.0
2016-17,,144.0,1148.0,,0.0,0.0,,0.0,815.0,0.0,380.0,232.0,247.0,,14.0,22.0,,,0.0,0.0,42.0,0.0,,,344.0,46.0,,,,,,8.0,22.0,,92.0,13.0,0.0,1268.0,21.0,186.0,0.0,653.0,154.0,354.0,292.0,29.0,,0.0,37.0,682.0,0.0,0.0,0.0,0.0,,0.0,58.0,96.0,0.0,25.0,0.0,,,,,,321.0,,65.0,0.0,145.0,0.0,156.0,259.0,109.0,204.0,31.0,334.0,53.0,95.0,0.0,7.0,16.0,183.0,349.0,269.0
2016-18,,122.0,784.0,,0.0,0.0,,0.0,763.0,0.0,364.0,185.0,199.0,,9.0,18.0,,,0.0,0.0,27.0,0.0,,,384.0,21.0,,,,,,10.0,19.0,,66.0,17.0,0.0,955.0,19.0,155.0,0.0,512.0,113.0,371.0,237.0,34.0,,0.0,39.0,569.0,0.0,0.0,0.0,0.0,,0.0,43.0,80.0,0.0,37.0,0.0,,,,,,237.0,,49.0,0.0,131.0,0.0,166.0,203.0,88.0,205.0,38.0,313.0,75.0,78.0,0.0,5.0,6.0,86.0,315.0,220.0
2016-19,,190.0,1131.0,,0.0,0.0,,0.0,2688.0,0.0,484.0,207.0,272.0,,5.0,24.0,,,0.0,0.0,32.0,0.0,,,449.0,36.0,,,,,,15.0,47.0,,74.0,9.0,0.0,1345.0,23.0,188.0,0.0,750.0,204.0,434.0,314.0,21.0,,0.0,26.0,690.0,0.0,0.0,0.0,0.0,,0.0,55.0,117.0,0.0,47.0,0.0,,,,,,300.0,,85.0,0.0,143.0,0.0,293.0,298.0,125.0,258.0,46.0,309.0,59.0,81.0,0.0,5.0,18.0,126.0,315.0,315.0
2016-20,,233.0,1426.0,,0.0,0.0,,0.0,1221.0,0.0,545.0,312.0,294.0,,7.0,25.0,,,0.0,0.0,55.0,0.0,,,433.0,40.0,,,,,,47.0,50.0,,98.0,12.0,0.0,1485.0,40.0,262.0,0.0,837.0,234.0,445.0,361.0,32.0,,0.0,35.0,641.0,0.0,0.0,0.0,0.0,,0.0,62.0,152.0,0.0,48.0,0.0,44.0,,,,,339.0,,75.0,0.0,214.0,0.0,203.0,329.0,176.0,264.0,52.0,228.0,83.0,73.0,0.0,6.0,17.0,165.0,383.0,341.0
2016-21,,208.0,1546.0,,0.0,0.0,,0.0,905.0,0.0,541.0,427.0,234.0,,17.0,14.0,,,0.0,0.0,50.0,0.0,,,528.0,34.0,,,,,,14.0,42.0,,74.0,17.0,0.0,1445.0,30.0,202.0,0.0,895.0,187.0,428.0,252.0,25.0,,0.0,38.0,684.0,0.0,0.0,0.0,0.0,,0.0,47.0,169.0,0.0,52.0,0.0,49.0,,,,,387.0,,74.0,0.0,211.0,0.0,243.0,327.0,151.0,226.0,53.0,280.0,100.0,101.0,0.0,2.0,11.0,134.0,367.0,324.0
2016-22,,221.0,1611.0,,0.0,0.0,,0.0,1138.0,0.0,581.0,218.0,269.0,,17.0,15.0,,,0.0,0.0,51.0,0.0,,,369.0,20.0,,,,,,13.0,41.0,,86.0,10.0,0.0,1500.0,34.0,191.0,0.0,851.0,154.0,421.0,284.0,30.0,,0.0,23.0,677.0,0.0,0.0,0.0,0.0,,0.0,68.0,142.0,0.0,51.0,0.0,41.0,,,292.0,,335.0,,78.0,0.0,171.0,0.0,226.0,321.0,119.0,262.0,40.0,246.0,87.0,120.0,0.0,4.0,14.0,117.0,398.0,321.0
2016-23,,199.0,1301.0,,0.0,0.0,,0.0,1324.0,0.0,490.0,248.0,209.0,,14.0,21.0,,,0.0,0.0,39.0,0.0,,,353.0,41.0,,,,,,10.0,52.0,,91.0,18.0,0.0,1373.0,36.0,220.0,0.0,748.0,151.0,422.0,248.0,45.0,,0.0,31.0,687.0,0.0,0.0,0.0,0.0,,0.0,62.0,98.0,0.0,63.0,0.0,40.0,,,207.0,,277.0,,67.0,0.0,167.0,0.0,207.0,268.0,113.0,309.0,36.0,241.0,87.0,93.0,0.0,6.0,19.0,191.0,365.0,303.0
