season,country,predicted_influenza_peak,real_influenza_peak,predicted_influenza_peak_value,real_influenza_peak_value,mse,pcc
2007-2008,USA,2008-1,2008-7,2.4299514271215523,5.98318,3.421520873736413,0.4039997615705772
2008-2009,USA,2009-4,2009-6,2.6258634459036543,3.57354,0.6894003841311158,0.7235841697124612
2009-2010,USA,2009-45,2009-42,7.136578789556445,7.7151,1.831710756254299,0.7085691382383439
2010-2011,USA,2010-42,2011-5,2.468028609756098,4.55159,1.172230107683396,-1.5108093881197684e-16
2011-2012,USA,2012-10,2012-11,3.4835960397048478,2.3891299999999998,0.7085504643896736,0.789662575235911
2012-2013,USA,2013-5,2012-52,3.7856303851080586,6.06082,3.9210574109253145,0.15098553886469734
