season,country,predicted_influenza_peak,real_influenza_peak,predicted_influenza_peak_value,real_influenza_peak_value,mse,pcc
2015-2016,italy,2016-06,2016-08,4.560859815051996,6.14,2.110992337865687,0.7523988030396795
2016-2017,italy,2017-01,2016-52,13.946944078773384,9.57,13.722392452339786,0.887173666427808
2017-2018,italy,2018-01,2018-02,8.234433185157144,14.73,10.18398546015106,0.9110647289022015
2018-2019,italy,2019-05,2019-05,9.735234344802869,14.03,3.9518664953651808,0.8966193053319549
