season,country,predicted_influenza_peak,real_influenza_peak,predicted_influenza_peak_value,real_influenza_peak_value,mse,pcc
2015-2016,italy,2016-08,2016-08,4.654483442651881,6.14,1.7239285409548715,0.8493806200535666
2016-2017,italy,2017-01,2016-52,14.25905443036883,9.57,7.557063184479275,0.9114641132754163
2017-2018,italy,2018-01,2018-02,13.234565627115195,14.73,2.6429856393082343,0.946386498799484
2018-2019,italy,2019-06,2019-05,15.845384472208876,14.03,2.191047834797373,0.955625346014844
