season,country,predicted_influenza_peak,real_influenza_peak,predicted_influenza_peak_value,real_influenza_peak_value,mse,pcc
2011-2012,belgium,2012-01,2012-07,374.2597745284089,530.5706220533999,32899.55284658826,0.3516098102250643
2012-2013,belgium,2013-01,2013-06,242.96763592353358,1018.0787068558,77442.88738001297,0.7922006889193494
2013-2014,belgium,2014-01,2014-09,320.9811587309756,310.6314229084,22468.40870234892,0.5187046859649879
2014-2015,belgium,2015-01,2015-06,273.64903068217103,979.3634137810001,64726.31080967109,0.6340268323859253
2015-2016,belgium,2016-04,2016-09,413.7838953532831,733.5038050510001,40642.282757868474,0.6735492750832442
2016-2017,belgium,2017-07,2017-05,841.7506555222599,663.8996612386001,87340.82131169928,0.7917772424186181
2017-2018,belgium,2018-04,2018-10,418.09898891415276,752.6331722288,31990.82889965152,0.7173291908288923
2018-2019,belgium,2019-06,2019-07,401.7695043340959,760.71,19969.766403389098,0.8264543451626992
