Week,1918_flu_pandemic,Avian_influenza,Centers_for_Disease_Control_and_Prevention,Common_cold,Epidemic,European_Centre_for_Disease_Prevention_and_Control,Fever,Flu_season,Human_influenza,Influenza,Influenza-like_illness,Influenza_A_virus,Influenza_A_virus_subtype_H1N1,Influenza_A_virus_subtype_H2N2,Influenza_A_virus_subtype_H3N1,Influenza_A_virus_subtype_H3N2,Influenza_A_virus_subtype_H5N1,Influenza_A_virus_subtype_H5N2,Influenza_pandemic,Influenza_research,Influenza_treatment,Influenza_vaccine,Influenza_virus,Influenzavirus_B,Influenzavirus_C,Main_Page,Oseltamivir,Pandemic,Swine_influenza,Tamiflu,Vaccine
2008-19,,5928.0,4300.0,14302.0,7583.0,165.0,14767.0,417.0,13.0,18967.0,0.0,258.0,39.0,41.0,5.0,44.0,247.0,14.0,1687.0,342.0,497.0,1789.0,500.0,630.0,186.0,52993226.0,1336.0,14029.0,31.0,525.0,9539.0
2008-20,,5717.0,4266.0,14637.0,7068.0,147.0,16377.0,425.0,12.0,18572.0,0.0,231.0,27.0,36.0,9.0,38.0,178.0,8.0,1456.0,316.0,471.0,1558.0,522.0,580.0,175.0,64048049.0,1252.0,13585.0,19.0,497.0,8897.0
2008-21,,5142.0,4236.0,14395.0,6458.0,135.0,16063.0,413.0,16.0,17526.0,0.0,239.0,39.0,27.0,13.0,61.0,207.0,13.0,1431.0,300.0,556.0,1433.0,474.0,509.0,191.0,70698062.0,1508.0,11547.0,38.0,530.0,9153.0
2008-22,,4558.0,4674.0,13614.0,6359.0,144.0,15638.0,359.0,12.0,16078.0,7.0,213.0,32.0,40.0,13.0,48.0,153.0,17.0,1425.0,261.0,424.0,1457.0,674.0,423.0,194.0,86518529.0,1135.0,10818.0,22.0,395.0,8688.0
2008-23,,4702.0,4957.0,12368.0,6014.0,131.0,15132.0,346.0,7.0,15355.0,18.0,366.0,30.0,32.0,9.0,49.0,134.0,11.0,1234.0,224.0,445.0,1447.0,957.0,358.0,162.0,97915380.0,1246.0,10931.0,20.0,317.0,8641.0
2008-24,,4339.0,4900.0,11732.0,5710.0,165.0,15880.0,281.0,17.0,14262.0,18.0,338.0,27.0,22.0,8.0,51.0,206.0,22.0,1047.0,227.0,352.0,1394.0,891.0,334.0,144.0,109288982.0,1214.0,12439.0,22.0,299.0,7308.0
2008-25,,4313.0,4189.0,11925.0,5406.0,145.0,16100.0,314.0,5.0,14418.0,14.0,414.0,32.0,31.0,11.0,34.0,134.0,9.0,1028.0,239.0,337.0,1359.0,789.0,322.0,132.0,120900229.0,1089.0,10024.0,26.0,331.0,7442.0
2008-26,,3822.0,4044.0,11937.0,5012.0,150.0,16240.0,313.0,12.0,13181.0,4.0,312.0,36.0,47.0,24.0,43.0,119.0,23.0,1115.0,190.0,351.0,1265.0,297.0,298.0,142.0,132410276.0,1102.0,9425.0,24.0,441.0,6545.0
2008-27,,3425.0,3335.0,11069.0,4682.0,141.0,15518.0,237.0,5.0,12718.0,0.0,147.0,28.0,28.0,12.0,29.0,384.0,6.0,964.0,160.0,332.0,1061.0,326.0,251.0,116.0,133306978.0,910.0,8719.0,30.0,438.0,6236.0
2008-28,,2995.0,3507.0,10106.0,4535.0,131.0,15165.0,222.0,6.0,11741.0,0.0,123.0,29.0,35.0,18.0,43.0,131.0,16.0,980.0,162.0,337.0,1030.0,670.0,225.0,120.0,58763950.0,1003.0,8190.0,13.0,252.0,6377.0
2008-29,,3243.0,3368.0,10166.0,5086.0,149.0,14066.0,257.0,7.0,11478.0,0.0,138.0,22.0,33.0,4.0,35.0,115.0,7.0,977.0,161.0,304.0,1020.0,663.0,447.0,108.0,48156075.0,892.0,12464.0,17.0,258.0,6218.0
2008-30,,3261.0,3298.0,10597.0,5136.0,112.0,15286.0,263.0,12.0,12474.0,0.0,135.0,32.0,29.0,12.0,36.0,116.0,14.0,1313.0,193.0,355.0,1139.0,603.0,309.0,133.0,45666273.0,938.0,15672.0,16.0,323.0,5392.0
2008-31,,3499.0,3369.0,10281.0,5226.0,142.0,15945.0,270.0,9.0,12566.0,0.0,129.0,37.0,47.0,9.0,74.0,121.0,18.0,1187.0,196.0,337.0,1110.0,566.0,331.0,132.0,44504635.0,860.0,13941.0,12.0,273.0,5906.0
2008-32,,3334.0,3551.0,10495.0,5211.0,130.0,16000.0,304.0,7.0,12437.0,0.0,140.0,23.0,43.0,7.0,63.0,107.0,11.0,1307.0,161.0,327.0,1397.0,386.0,321.0,108.0,45254761.0,890.0,11954.0,16.0,286.0,5992.0
2008-33,,3187.0,2793.0,10667.0,4623.0,149.0,14329.0,305.0,5.0,11897.0,0.0,158.0,25.0,35.0,10.0,50.0,137.0,5.0,1128.0,175.0,398.0,1182.0,327.0,328.0,126.0,45085986.0,978.0,10068.0,18.0,234.0,5824.0
2008-34,,3688.0,3456.0,11971.0,5267.0,178.0,15140.0,417.0,5.0,13031.0,0.0,188.0,66.0,87.0,9.0,46.0,156.0,16.0,1503.0,183.0,381.0,1502.0,302.0,425.0,126.0,44378633.0,930.0,10410.0,24.0,254.0,6896.0
2008-35,,3369.0,3355.0,12737.0,5257.0,167.0,16393.0,377.0,10.0,13937.0,0.0,421.0,28.0,73.0,4.0,38.0,170.0,9.0,1306.0,216.0,447.0,1604.0,297.0,518.0,130.0,45426803.0,941.0,10102.0,25.0,280.0,6925.0
2008-36,,3747.0,3689.0,15044.0,5820.0,160.0,16756.0,465.0,8.0,16045.0,0.0,163.0,59.0,92.0,10.0,38.0,127.0,10.0,1147.0,237.0,414.0,1794.0,387.0,544.0,153.0,45989484.0,1059.0,10423.0,26.0,290.0,6957.0
2008-37,,3948.0,4028.0,18059.0,6831.0,180.0,18133.0,666.0,8.0,18002.0,0.0,168.0,46.0,80.0,8.0,51.0,142.0,9.0,1146.0,240.0,467.0,2156.0,783.0,512.0,190.0,47749276.0,1113.0,11995.0,37.0,290.0,7745.0
2008-38,,4378.0,5321.0,21713.0,6890.0,181.0,18856.0,726.0,18.0,19940.0,1.0,196.0,97.0,137.0,11.0,47.0,150.0,15.0,1258.0,249.0,546.0,2579.0,630.0,547.0,175.0,47566626.0,1245.0,10984.0,24.0,322.0,8020.0
2008-39,,4089.0,9273.0,23444.0,7017.0,191.0,19011.0,1034.0,17.0,20707.0,1.0,198.0,79.0,82.0,7.0,51.0,178.0,15.0,1196.0,249.0,535.0,3341.0,417.0,514.0,199.0,47976498.0,1368.0,10855.0,24.0,318.0,8128.0
2008-40,,4042.0,7369.0,22853.0,7272.0,189.0,18038.0,1099.0,10.0,21376.0,0.0,186.0,57.0,81.0,5.0,39.0,143.0,12.0,1330.0,230.0,589.0,4450.0,435.0,494.0,191.0,47194438.0,1260.0,11646.0,28.0,370.0,8058.0
2008-41,,4835.0,9854.0,22564.0,7752.0,215.0,20193.0,1263.0,16.0,22710.0,0.0,191.0,54.0,100.0,12.0,37.0,183.0,14.0,2168.0,300.0,625.0,6375.0,456.0,536.0,210.0,48705743.0,1434.0,12203.0,14.0,439.0,9210.0
2008-42,,5006.0,5310.0,20485.0,7897.0,195.0,20486.0,1146.0,12.0,24764.0,0.0,231.0,104.0,102.0,4.0,36.0,209.0,8.0,1497.0,284.0,671.0,7265.0,489.0,576.0,247.0,48966768.0,1295.0,11676.0,24.0,373.0,9536.0
2008-43,,4455.0,4143.0,17940.0,7269.0,189.0,16726.0,1038.0,13.0,21588.0,1.0,190.0,79.0,78.0,6.0,38.0,231.0,12.0,1245.0,311.0,595.0,6916.0,540.0,425.0,209.0,40830031.0,1307.0,21640.0,38.0,308.0,7803.0
2008-44,,4612.0,4642.0,21279.0,8309.0,154.0,19642.0,1080.0,14.0,25826.0,8.0,238.0,57.0,80.0,5.0,36.0,240.0,10.0,1532.0,267.0,634.0,8092.0,484.0,538.0,267.0,47761602.0,1573.0,19951.0,43.0,353.0,8782.0
2008-45,,4903.0,4409.0,20404.0,8488.0,182.0,20397.0,885.0,11.0,27138.0,6.0,305.0,63.0,96.0,7.0,54.0,219.0,3.0,1568.0,269.0,645.0,7107.0,680.0,528.0,224.0,49677698.0,1617.0,14106.0,55.0,323.0,10030.0
2008-46,,5654.0,4972.0,22588.0,9061.0,213.0,21019.0,1216.0,18.0,30646.0,7.0,296.0,77.0,145.0,6.0,56.0,295.0,12.0,2030.0,281.0,793.0,8488.0,1016.0,569.0,262.0,50530144.0,1813.0,14895.0,38.0,414.0,10336.0
2008-47,,5398.0,4807.0,23527.0,8391.0,178.0,19814.0,939.0,27.0,29348.0,9.0,251.0,74.0,126.0,7.0,56.0,302.0,7.0,1668.0,278.0,873.0,6089.0,510.0,495.0,246.0,46191468.0,1669.0,13762.0,41.0,360.0,10195.0
2008-48,,4488.0,4184.0,22227.0,7514.0,165.0,18993.0,672.0,11.0,25386.0,4.0,267.0,60.0,94.0,12.0,45.0,263.0,10.0,1609.0,269.0,817.0,3881.0,435.0,485.0,227.0,43444433.0,1549.0,13301.0,36.0,298.0,8773.0
2008-49,,5104.0,4880.0,27415.0,8783.0,207.0,21587.0,872.0,16.0,31932.0,8.0,308.0,108.0,109.0,4.0,40.0,371.0,9.0,1777.0,265.0,928.0,4187.0,556.0,633.0,269.0,46406950.0,1729.0,15531.0,60.0,415.0,9935.0
2008-50,,4726.0,4057.0,27250.0,7083.0,255.0,21289.0,776.0,13.0,29879.0,15.0,245.0,68.0,121.0,15.0,52.0,353.0,13.0,1712.0,233.0,907.0,3122.0,471.0,612.0,244.0,47708070.0,1746.0,14332.0,39.0,439.0,8842.0
2008-51,,3859.0,3482.0,26763.0,5851.0,244.0,20690.0,731.0,9.0,28652.0,9.0,212.0,93.0,161.0,8.0,52.0,322.0,14.0,1415.0,207.0,982.0,2327.0,359.0,625.0,205.0,43819527.0,2026.0,11195.0,41.0,508.0,7037.0
2008-52,,2405.0,2279.0,20709.0,4025.0,215.0,16519.0,516.0,10.0,21435.0,5.0,159.0,72.0,134.0,8.0,59.0,230.0,14.0,1014.0,157.0,935.0,1546.0,216.0,480.0,153.0,38313598.0,1485.0,7456.0,34.0,335.0,3996.0
2008-53,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
