Week,1918_flu_pandemic,Avian_influenza,Centers_for_Disease_Control_and_Prevention,Common_cold,Epidemic,European_Centre_for_Disease_Prevention_and_Control,Fever,Flu_season,Human_influenza,Influenza,Influenza-like_illness,Influenza_A_virus,Influenza_A_virus_subtype_H1N1,Influenza_A_virus_subtype_H2N2,Influenza_A_virus_subtype_H3N1,Influenza_A_virus_subtype_H3N2,Influenza_A_virus_subtype_H5N1,Influenza_A_virus_subtype_H5N2,Influenza_pandemic,Influenza_research,Influenza_treatment,Influenza_vaccine,Influenza_virus,Influenzavirus_B,Influenzavirus_C,Main_Page,Oseltamivir,Pandemic,Swine_influenza,Tamiflu,Vaccine
2012-14,,3492.0,7933.0,15640.0,6715.0,569.0,22098.0,1197.0,118.0,25154.0,846.0,4455.0,7532.0,419.0,94.0,836.0,2573.0,101.0,1854.0,198.0,1219.0,3658.0,388.0,1999.0,463.0,55877197.0,3686.0,10552.0,14351.0,472.0,10022.0
2012-15,,3399.0,8008.0,16073.0,7539.0,343.0,23261.0,1068.0,100.0,26616.0,862.0,4128.0,8193.0,448.0,99.0,1119.0,2107.0,127.0,2194.0,166.0,1277.0,4053.0,406.0,1955.0,443.0,53917199.0,3590.0,10991.0,13994.0,535.0,10887.0
2012-16,,3525.0,8997.0,16244.0,8195.0,359.0,26836.0,1078.0,86.0,28601.0,787.0,3953.0,7671.0,471.0,76.0,913.0,2296.0,153.0,2013.0,196.0,1285.0,4478.0,402.0,2065.0,410.0,53280397.0,3616.0,11380.0,11307.0,495.0,13516.0
2012-17,,3791.0,8265.0,18204.0,8622.0,341.0,27825.0,1056.0,92.0,29397.0,932.0,3683.0,7333.0,519.0,80.0,704.0,2337.0,169.0,2110.0,250.0,1345.0,4278.0,455.0,1824.0,440.0,53568032.0,4021.0,11245.0,10553.0,502.0,13330.0
2012-18,,3995.0,8109.0,18872.0,9460.0,410.0,27680.0,1158.0,112.0,29645.0,883.0,3535.0,6685.0,526.0,117.0,649.0,2696.0,93.0,2183.0,194.0,1418.0,4040.0,451.0,2129.0,474.0,54055678.0,3601.0,12840.0,10451.0,503.0,13004.0
2012-19,,3859.0,7204.0,19223.0,8391.0,307.0,27031.0,1095.0,90.0,28184.0,852.0,3501.0,6565.0,489.0,79.0,635.0,2054.0,168.0,1872.0,210.0,1358.0,4118.0,387.0,1887.0,478.0,53160491.0,3316.0,12857.0,9686.0,484.0,13077.0
2012-20,,3553.0,7367.0,18593.0,7815.0,282.0,27086.0,992.0,77.0,26427.0,768.0,2908.0,5914.0,535.0,90.0,576.0,1884.0,136.0,1801.0,170.0,1269.0,3727.0,342.0,1738.0,375.0,52337541.0,3162.0,12117.0,8373.0,421.0,12154.0
2012-21,,3127.0,7169.0,17260.0,7513.0,263.0,27353.0,973.0,138.0,26320.0,762.0,2752.0,6311.0,522.0,91.0,526.0,1797.0,105.0,1652.0,237.0,1199.0,3678.0,400.0,1607.0,345.0,52278067.0,2830.0,11080.0,8730.0,364.0,12378.0
2012-22,,3314.0,8152.0,16455.0,8286.0,311.0,30886.0,947.0,72.0,24230.0,745.0,2595.0,5711.0,437.0,67.0,583.0,2148.0,105.0,1601.0,195.0,1123.0,3424.0,345.0,1355.0,322.0,51699304.0,2672.0,13894.0,7800.0,364.0,12054.0
2012-23,,3109.0,7980.0,17443.0,8088.0,518.0,29867.0,936.0,76.0,23960.0,855.0,2406.0,5525.0,437.0,93.0,1404.0,1954.0,102.0,1755.0,201.0,1014.0,3841.0,295.0,1277.0,313.0,51861843.0,2631.0,12231.0,7063.0,356.0,11929.0
2012-24,,3209.0,6927.0,16456.0,7777.0,287.0,30333.0,931.0,75.0,23109.0,1109.0,2650.0,5797.0,395.0,88.0,582.0,2271.0,84.0,1802.0,280.0,1199.0,3346.0,289.0,1260.0,310.0,51626810.0,2807.0,11509.0,7038.0,340.0,11250.0
2012-25,,3557.0,7514.0,16075.0,7576.0,318.0,30358.0,854.0,81.0,23644.0,929.0,2989.0,6072.0,443.0,94.0,844.0,3139.0,187.0,1751.0,156.0,1084.0,3262.0,251.0,1114.0,335.0,51536445.0,2845.0,11755.0,7471.0,359.0,10890.0
2012-26,,4559.0,6595.0,15571.0,6934.0,324.0,30592.0,845.0,103.0,21576.0,933.0,2818.0,6538.0,444.0,96.0,641.0,2196.0,132.0,1543.0,146.0,979.0,2983.0,306.0,1028.0,356.0,52347419.0,2410.0,15637.0,8310.0,334.0,11125.0
2012-27,,3404.0,6534.0,15694.0,5903.0,331.0,30318.0,804.0,92.0,20580.0,1005.0,2940.0,6161.0,410.0,90.0,783.0,2522.0,150.0,1399.0,166.0,990.0,2820.0,232.0,934.0,318.0,52103970.0,2330.0,8857.0,6993.0,277.0,9764.0
2012-28,,3141.0,6933.0,16160.0,6720.0,230.0,31193.0,941.0,96.0,22879.0,966.0,3281.0,6534.0,460.0,180.0,4309.0,2209.0,145.0,1515.0,178.0,1182.0,3288.0,267.0,961.0,267.0,53450438.0,2651.0,9793.0,8113.0,278.0,9896.0
2012-29,,3136.0,6693.0,16171.0,6617.0,261.0,30800.0,880.0,77.0,33189.0,1034.0,3276.0,6530.0,465.0,139.0,2233.0,1912.0,186.0,1514.0,144.0,1127.0,2871.0,233.0,1010.0,309.0,52956545.0,2738.0,12075.0,8251.0,379.0,9997.0
2012-30,,3037.0,6878.0,15273.0,6802.0,321.0,28058.0,960.0,83.0,22102.0,1060.0,3699.0,7378.0,438.0,156.0,2181.0,1617.0,120.0,1625.0,174.0,1199.0,3734.0,275.0,995.0,298.0,53604247.0,2593.0,10685.0,8347.0,294.0,9949.0
2012-31,,3389.0,6574.0,14818.0,6452.0,285.0,27140.0,933.0,90.0,22039.0,1283.0,3729.0,7077.0,495.0,195.0,2624.0,1581.0,116.0,1598.0,136.0,1191.0,2981.0,265.0,1099.0,359.0,114938237.0,2533.0,9680.0,10805.0,316.0,9315.0
2012-32,,2795.0,6354.0,14673.0,5810.0,317.0,26914.0,988.0,89.0,20436.0,1488.0,4011.0,6663.0,452.0,196.0,2431.0,1351.0,108.0,1393.0,158.0,1147.0,2820.0,265.0,1080.0,334.0,54792691.0,2592.0,9092.0,15704.0,258.0,8781.0
2012-33,,2706.0,6307.0,14864.0,6243.0,279.0,29842.0,1119.0,70.0,20800.0,1282.0,3592.0,5698.0,458.0,155.0,2039.0,1441.0,105.0,1313.0,240.0,1097.0,3062.0,233.0,1251.0,315.0,55159607.0,2659.0,9258.0,13422.0,277.0,9102.0
2012-34,,2832.0,6537.0,16397.0,6794.0,264.0,29325.0,1487.0,80.0,22181.0,1386.0,3916.0,6613.0,493.0,164.0,1903.0,1534.0,93.0,1480.0,178.0,1227.0,3980.0,293.0,1290.0,318.0,55924217.0,2753.0,9827.0,13101.0,303.0,9694.0
2012-35,,3118.0,7218.0,18333.0,7769.0,297.0,29390.0,1728.0,72.0,24417.0,1414.0,4706.0,6533.0,472.0,131.0,1677.0,1553.0,100.0,1553.0,139.0,1258.0,4051.0,320.0,1363.0,342.0,55638103.0,2533.0,10865.0,12766.0,324.0,10550.0
2012-36,,3347.0,7475.0,20465.0,8738.0,324.0,31229.0,1910.0,101.0,26480.0,1508.0,3271.0,6410.0,450.0,106.0,1074.0,1737.0,111.0,1588.0,130.0,1202.0,4746.0,346.0,1370.0,350.0,55595610.0,2672.0,12532.0,10952.0,277.0,11627.0
2012-37,,3509.0,7685.0,23925.0,10068.0,360.0,32360.0,2467.0,79.0,30325.0,1621.0,3479.0,6841.0,478.0,121.0,1222.0,1877.0,75.0,1900.0,152.0,1470.0,6513.0,596.0,1373.0,339.0,56569588.0,2977.0,12975.0,11462.0,372.0,12424.0
2012-38,,3748.0,7883.0,27481.0,9950.0,324.0,32421.0,2912.0,99.0,32531.0,1747.0,3090.0,6748.0,551.0,110.0,1165.0,1863.0,90.0,2104.0,191.0,1536.0,8171.0,444.0,1472.0,393.0,56636067.0,2936.0,12666.0,11475.0,315.0,11916.0
2012-39,,4158.0,7704.0,30019.0,10445.0,321.0,34019.0,3456.0,83.0,36262.0,1684.0,3141.0,7990.0,756.0,110.0,1187.0,2642.0,98.0,2241.0,191.0,1502.0,11555.0,434.0,1436.0,418.0,56729766.0,3259.0,13799.0,12331.0,397.0,13341.0
2012-40,,3872.0,8244.0,29360.0,10044.0,307.0,33936.0,3439.0,90.0,35271.0,2036.0,3384.0,7077.0,507.0,92.0,1042.0,2156.0,97.0,2083.0,178.0,1511.0,15386.0,496.0,1500.0,413.0,57063895.0,3286.0,14545.0,11653.0,350.0,13784.0
2012-41,,3851.0,9491.0,30187.0,9993.0,367.0,34305.0,2910.0,73.0,35789.0,1942.0,3522.0,7432.0,499.0,85.0,1030.0,1820.0,61.0,2052.0,193.0,1555.0,16715.0,563.0,1512.0,446.0,57995455.0,3254.0,15682.0,12725.0,397.0,14715.0
2012-42,,3831.0,10388.0,27527.0,10585.0,402.0,34731.0,2429.0,83.0,39025.0,1849.0,3357.0,7214.0,579.0,96.0,958.0,2048.0,115.0,2399.0,264.0,1478.0,16468.0,527.0,1630.0,447.0,59932900.0,3239.0,16372.0,11299.0,408.0,14127.0
2012-43,,4167.0,9577.0,27572.0,9927.0,395.0,32191.0,1624.0,90.0,36089.0,1723.0,3462.0,6714.0,517.0,94.0,877.0,1778.0,91.0,2188.0,377.0,1539.0,14692.0,525.0,1465.0,460.0,61800319.0,3215.0,16671.0,11380.0,435.0,13721.0
2012-44,,6193.0,8780.0,24989.0,9663.0,332.0,33921.0,1834.0,73.0,35695.0,1740.0,3698.0,7126.0,472.0,109.0,902.0,2657.0,80.0,2307.0,503.0,1501.0,11990.0,451.0,1481.0,424.0,63929731.0,3647.0,15342.0,10084.0,460.0,12335.0
2012-45,,5273.0,8734.0,26369.0,10110.0,357.0,33077.0,1753.0,113.0,39071.0,1838.0,4201.0,7332.0,534.0,111.0,922.0,2351.0,69.0,2380.0,207.0,1652.0,11745.0,533.0,1847.0,464.0,64462316.0,3826.0,15724.0,9685.0,531.0,13805.0
2012-46,,5136.0,9410.0,26704.0,10883.0,343.0,32188.0,2193.0,92.0,41411.0,2056.0,4784.0,7702.0,712.0,124.0,926.0,2523.0,111.0,2469.0,303.0,1818.0,11419.0,426.0,2180.0,535.0,64640060.0,5669.0,16842.0,10373.0,840.0,14063.0
2012-47,,4102.0,8693.0,26299.0,8851.0,318.0,31862.0,1360.0,108.0,38571.0,1898.0,4551.0,7508.0,477.0,84.0,765.0,1962.0,128.0,2051.0,198.0,1553.0,9569.0,382.0,2102.0,427.0,63683066.0,6567.0,14063.0,9762.0,757.0,13841.0
2012-48,,4721.0,9798.0,30625.0,10781.0,312.0,35430.0,2729.0,84.0,43729.0,2408.0,6159.0,8601.0,545.0,90.0,890.0,2226.0,120.0,2350.0,215.0,1651.0,9956.0,459.0,2758.0,507.0,69433024.0,6041.0,17241.0,9258.0,748.0,14937.0
2012-49,,5206.0,10387.0,30727.0,11090.0,329.0,36812.0,3537.0,90.0,50819.0,2481.0,8737.0,9643.0,603.0,184.0,3132.0,2684.0,140.0,2516.0,274.0,1938.0,12122.0,458.0,3553.0,663.0,64587283.0,9424.0,17270.0,12716.0,935.0,14783.0
2012-50,,4371.0,8495.0,30949.0,10950.0,326.0,37112.0,2446.0,92.0,49190.0,2206.0,9852.0,8073.0,506.0,105.0,1703.0,2213.0,96.0,2080.0,199.0,1931.0,9774.0,496.0,3970.0,615.0,63106580.0,9581.0,17229.0,10470.0,966.0,13429.0
2012-51,,3874.0,7079.0,31005.0,7804.0,266.0,36585.0,2630.0,83.0,47110.0,2183.0,13264.0,8238.0,477.0,92.0,1794.0,2643.0,86.0,1905.0,195.0,2606.0,7153.0,375.0,5571.0,607.0,61696756.0,13562.0,14248.0,8748.0,1293.0,10223.0
2012-52,,3802.0,6967.0,35265.0,5695.0,264.0,39367.0,2893.0,101.0,51076.0,2266.0,13404.0,8837.0,569.0,133.0,2089.0,3408.0,77.0,1915.0,188.0,2915.0,6153.0,368.0,5258.0,598.0,62163677.0,17510.0,11055.0,8859.0,1563.0,8358.0
2012-53,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
