season,country,page_name,value
2008-2009,italy,Soffio_di_Flint,1.7611076194614423
2008-2009,italy,Epatite_virale,1.534133104954271
2008-2009,italy,Polipnea,1.3501711365283324
2008-2009,italy,Vaccino_antirabbico,0.6374472264446022
2008-2009,italy,Soffio_cardiaco,0.4959117157273577
2008-2009,italy,Bronchite,0.4896479590283908
2008-2009,italy,Claudicazione,0.23958542203488334
2008-2009,italy,Iperpnea,0.14765662187607934
2008-2009,italy,Dengue,-0.055796997541328684
2008-2009,italy,Retroviridae,-0.10614804313133311
2008-2009,italy,Melena,-0.23368984396971645
2008-2009,italy,SARS,-3.8837759763882898
2009-2010,italy,Epatite_virale,2.2208362454406103
2009-2010,italy,Echinococcosi,1.1650616557434363
2009-2010,italy,Egofonia,0.973399782867225
2009-2010,italy,Polipnea,0.7518989538764369
2009-2010,italy,Anatossina,0.5168370948666583
2009-2010,italy,Lebbra,0.501958522503532
2009-2010,italy,Iperpnea,0.4760020569641283
2009-2010,italy,HTLV,0.3458201850170611
2009-2010,italy,Claudicazione,0.31743008585747373
2009-2010,italy,Virus_dell'immunodeficienza_felina,0.17860171965044985
2009-2010,italy,Asterissi,0.16286711731862835
2009-2010,italy,Echinococcosi_policistica,0.14618610379992936
2009-2010,italy,Fago_lambda,0.12774334776369578
2009-2010,italy,Fascioliasi,0.09199495972603537
2009-2010,italy,SPf66,-0.008588491896304068
2009-2010,italy,Siphoviridae,-0.0226641667240473
2009-2010,italy,Oncovirus,-0.08158350987396376
2009-2010,italy,Tumefazione,-0.14599385113694757
2009-2010,italy,Iridoviridae,-0.16889005499468282
2009-2010,italy,Podoviridae,-0.27165497212846346
2009-2010,italy,Retroviridae,-0.2984417515303005
2009-2010,italy,Caliciviridae,-0.4085943623292333
2009-2010,italy,Epatite_C,-0.5321728306846555
2009-2010,italy,year,-0.6242020598232227
2009-2010,italy,Melena,-0.6616403839510521
2009-2010,italy,Parvoviridae,-0.7039602715021556
2009-2010,italy,Tosse,-1.0035205455834935
2009-2010,italy,Dengue,-2.1885805457663987
2009-2010,italy,SARS,-3.5809431260161606
2011-2012,italy,Febbre,5.603060489794205
2011-2012,italy,Influenza_suina,3.8816555258093075
2011-2012,italy,Epatite_virale,0.27538056989717585
2011-2012,italy,Gammaretrovirus,0.2343506933589543
2011-2012,italy,Mucorrea,-0.22416802666435284
2011-2012,italy,Deficit_di_polso,-0.9275694402265448
2011-2012,italy,Caliciviridae,-1.334966172031478
2011-2012,italy,Melena,-1.9347943709520894
2012-2013,italy,Febbre,13.357490985337892
2012-2013,italy,Pandemia_influenzale_del_2009,2.8707222451874985
2012-2013,italy,Epatite_virale,2.8412649890162998
2012-2013,italy,Polipnea,2.204426935160396
2012-2013,italy,Vaccino,1.8490651763157029
2012-2013,italy,Gammaretrovirus,1.6743412875524437
2012-2013,italy,Influenza_suina,1.4558551967180229
2012-2013,italy,Virus_dell'immunodeficienza_felina,1.2065940837999436
2012-2013,italy,Favo_(medicina),1.1616802734530582
2012-2013,italy,Disbasia,1.1558081833212432
2012-2013,italy,Geminiviridae,0.5902671192544965
2012-2013,italy,Cervarix,0.5546330538923925
2012-2013,italy,Segno_di_Higoumenakis,0.40374796407061475
2012-2013,italy,Asfarviridae,0.3447471567079668
2012-2013,italy,Onda_sfigmica,0.2897348154112604
2012-2013,italy,Infiammazione_cronica,0.2665728593791401
2012-2013,italy,Hepadnaviridae,0.25695938043284905
2012-2013,italy,Verruca,0.2416752901490151
2012-2013,italy,Fascioliasi,0.1935648944111619
2012-2013,italy,Oliguria,0.12604608311839613
2012-2013,italy,Leucosi_bovina,0.06297942954210066
2012-2013,italy,Leptospirosi,-0.0479253672565686
2012-2013,italy,Disfagia_esofagea,-0.051119723492543574
2012-2013,italy,Mucorrea,-0.07100595691596463
2012-2013,italy,Lingua_scrotale,-0.09444039065926539
2012-2013,italy,Fago_T2,-0.1012955406869795
2012-2013,italy,Schema_Piazza,-0.14806087166521434
2012-2013,italy,Iporiflessia,-0.21682309872843347
2012-2013,italy,Iridoviridae,-0.30644512164297144
2012-2013,italy,Leucocoria,-0.3187901953427392
2012-2013,italy,Rossore,-0.3322269894177144
2012-2013,italy,year,-0.35581570412835495
2012-2013,italy,Cystoviridae,-0.416011403381937
2012-2013,italy,Lipodistrofia,-0.5692191202557931
2012-2013,italy,Feoifomicosi,-0.7347953929903416
2012-2013,italy,Tosse,-0.8407279674717528
2012-2013,italy,Dermatomicosi,-0.849348309701061
2012-2013,italy,Caliciviridae,-0.9344002837394263
2012-2013,italy,Deficit_di_polso,-1.110422217892177
2012-2013,italy,Anemia_infettiva_equina,-1.286065321379345
2012-2013,italy,Vomito,-1.332449728879319
2012-2013,italy,Raffreddore,-1.4361534544560721
2012-2013,italy,Mixomatosi,-1.5562235190056706
2012-2013,italy,Melena,-2.3965898694918883
2012-2013,italy,Degrado_ambientale,-2.961621980992267
2012-2013,italy,Dissenteria,-4.6267215617096955
2013-2014,italy,Febbre,13.188219156747216
2013-2014,italy,Vaccino,4.046792473321028
2013-2014,italy,Bronchite,2.8775878367365633
2013-2014,italy,Gammaretrovirus,2.1389653787390914
2013-2014,italy,Disbasia,1.8342466883539572
2013-2014,italy,Epatite_virale,1.7104256748474485
2013-2014,italy,Polipnea,1.596246671760507
2013-2014,italy,Pandemia_influenzale_del_2009,1.4520439539772165
2013-2014,italy,Cervarix,1.396298908611171
2013-2014,italy,Favo_(medicina),1.123546155068384
2013-2014,italy,Epatite_B,0.935301271656517
2013-2014,italy,Hepadnaviridae,0.7529820501575564
2013-2014,italy,Infiammazione_cronica,0.697384730487558
2013-2014,italy,Febbre_della_Rift_Valley,0.676997457364403
2013-2014,italy,Fago_lambda,0.6162397442632197
2013-2014,italy,Anatossina,0.573586075446377
2013-2014,italy,Diarrea,0.548160089457783
2013-2014,italy,Fascioliasi,0.4023363695378121
2013-2014,italy,Sputnik_(virofago),0.3869487560087733
2013-2014,italy,Verruca,0.372441416546905
2013-2014,italy,Congelamento_(medicina),0.3081618389488281
2013-2014,italy,Oliguria,0.28328390010138593
2013-2014,italy,Febbre_ricorrente,0.2724229923499235
2013-2014,italy,Geminiviridae,0.23983873089962543
2013-2014,italy,Succussione,0.19258477436689234
2013-2014,italy,Asfarviridae,0.15094318339461194
2013-2014,italy,Influenza_suina,0.1352607699443042
2013-2014,italy,TYMV,0.12668361904223258
2013-2014,italy,Leucosi_bovina,0.0776535378117907
2013-2014,italy,Retroviridae,0.026238916245134677
2013-2014,italy,Disfagia_orofaringea,0.014384909494474152
2013-2014,italy,Ipersensibilità_del_seno_carotideo,-0.0553438771945027
2013-2014,italy,Ipomenorrea,-0.06324099891175528
2013-2014,italy,Endocardite,-0.06821313210222699
2013-2014,italy,HTLV,-0.07825892697441485
2013-2014,italy,Segno_di_Binda,-0.08701543918967773
2013-2014,italy,Schema_Piazza,-0.11324000706141531
2013-2014,italy,Epistassi,-0.11646759862444113
2013-2014,italy,Virus_del_papilloma_umano,-0.1588222558007159
2013-2014,italy,Nodulo_di_Sister_Mary_Joseph,-0.2514604512220507
2013-2014,italy,Encefalite_trasmessa_da_zecche,-0.2854407397742329
2013-2014,italy,Iridoviridae,-0.30623681080688997
2013-2014,italy,Tsutsugamushi,-0.3246140255128386
2013-2014,italy,Baculoviridae,-0.34074513116339245
2013-2014,italy,Nicturia,-0.3487307459135545
2013-2014,italy,Deficit_di_polso,-0.47891817279216803
2013-2014,italy,Pagina_principale,-0.5623384233150072
2013-2014,italy,Leucocoria,-0.5884005078338449
2013-2014,italy,Ascite,-0.6472997939051719
2013-2014,italy,Feoifomicosi,-0.6693504734872181
2013-2014,italy,Arbovirus,-0.6828720778991674
2013-2014,italy,Melioidosi,-0.8217638512383887
2013-2014,italy,Febbre_emoglobinurica,-0.9467451895894
2013-2014,italy,Contrazione_tetanica,-1.018264035335734
2013-2014,italy,Dermatomicosi,-1.0420188835059165
