season,country,predicted_influenza_peak,real_influenza_peak,predicted_influenza_peak_value,real_influenza_peak_value,mse,pcc
2011-2012,belgium,2012-01,2012-07,374.2597745284089,530.5706220533999,32899.55284658826,0.3516098102250643
2012-2013,belgium,2013-01,2013-06,242.96763592353358,1018.0787068558,77442.88738001297,0.7922006889193494
2013-2014,belgium,2014-01,2014-09,320.9811587309756,310.6314229084,22468.40870234892,0.5187046859649879
2014-2015,belgium,2015-01,2015-06,267.02025808229916,979.3634137810001,70433.79087329363,0.5678541803698068
2015-2016,belgium,2016-07,2016-09,439.69078427698514,733.5038050510001,37619.017767959,0.7279603352781738
