season,country,predicted_influenza_peak,real_influenza_peak,predicted_influenza_peak_value,real_influenza_peak_value,mse,pcc
2016-2017,italy,2017-04,2016-52,4.32614429152895,9.57,8.047580525890627,0.2550174672388232
2017-2018,italy,2018-01,2018-02,5.560113076191073,14.73,20.636026064059852,0.8743241701409074
2018-2019,italy,2019-05,2019-05,9.735234344802869,14.03,3.9518664953651808,0.8966193053319549
