season,country,predicted_influenza_peak,real_influenza_peak,predicted_influenza_peak_value,real_influenza_peak_value,mse,pcc
2008-2009,USA,2009-7,2009-6,4.959117029600647,3.57354,0.7124582139797317,0.963525982069413
2009-2010,USA,2009-45,2009-42,3.582516830061176,7.7151,2.94298673994381,0.6743155134441638
2010-2011,USA,2011-7,2011-5,2.9619578157180273,4.55159,1.4597337700596507,0.6063274030771687
2011-2012,USA,2012-8,2012-11,4.324758287143391,2.3891299999999998,1.0616507824685282,0.8467591833789271
2012-2013,USA,2012-52,2012-52,3.9479479905144075,6.06082,1.0572654806199995,0.6797044266152144
