season,country,predicted_influenza_peak,real_influenza_peak,predicted_influenza_peak_value,real_influenza_peak_value,mse,pcc
2016-2017,germany,2017-08,2017-06,5.000326716389386,19.91,34.39776348052202,0.7093298616855105
2017-2018,germany,2018-09,2018-10,21.49597572927951,57.31,180.94313786717424,0.8651374910448418
2018-2019,germany,2019-07,2019-08,23.416615917898273,23.6,5.612734086894398,0.9660750870960431
