,week,incidence
0,2016-42,0.08
1,2016-43,0.08
2,2016-44,0.1
3,2016-45,0.08
4,2016-46,0.2
5,2016-47,0.3
6,2016-48,0.4
7,2016-49,0.76
8,2016-50,1.78
9,2016-51,2.78
10,2016-52,3.26
11,2017-01,4.78
12,2017-02,8.62
13,2017-03,14.2
14,2017-04,23.62
15,2017-05,34.22
16,2017-06,39.82
17,2017-07,35.12
18,2017-08,28.16
19,2017-09,14.7
20,2017-10,8.08
21,2017-11,4.12
22,2017-12,2.54
23,2017-13,1.48
24,2017-14,0.94
25,2017-15,0.38
