,week,incidence
0,2010-42,0.0
1,2010-43,0.02
2,2010-44,0.0
3,2010-45,0.0
4,2010-46,0.0
5,2010-47,0.04
6,2010-48,0.02
7,2010-49,0.06
8,2010-50,0.2
9,2010-51,0.26
10,2010-52,0.44
11,2011-01,1.34
12,2011-02,5.16
13,2011-03,9.22
14,2011-04,11.52
15,2011-05,14.44
16,2011-06,15.72
17,2011-07,12.42
18,2011-08,9.38
19,2011-09,7.7
20,2011-10,5.92
21,2011-11,6.14
22,2011-12,3.44
23,2011-13,2.02
24,2011-14,1.34
25,2011-15,5.16
