week,Cyanovirus,Fructosurie,Bindvliesontsteking,Griep,Misselijkheid,Riftdalkoortsvirus,Westnijlziekte,Mexicaanse_griep,Third_Cyprinid_Herpesvirus,Flavivirus
2018-42,-0.28937728937728935,-0.0717948717948718,-0.1452850877192982,-0.05138958263958265,0.0720009157509158,-0.17094017094017094,0.00527295285359803,-0.07034865540963102,0.006759906759906768,0.3643279797125951
2018-43,-0.1465201465201465,-0.13846153846153847,-0.1452850877192982,-0.07790473415473416,-0.15121336996336993,-0.17094017094017094,-0.0027915632754342283,-0.05388524077548467,-0.06596736596736597,0.22147083685545224
2018-44,-0.28937728937728935,-0.0717948717948718,-0.11239035087719296,0.05277708402708402,0.08092948717948723,-0.17094017094017094,0.05634822167080233,-0.10022670419011882,0.22494172494172496,0.5841081994928149
2018-45,-0.28937728937728935,-0.20512820512820515,-0.0433114035087719,-0.08575105450105451,0.08985805860805865,-0.17094017094017094,-0.0780603804797353,-0.042909631019387114,-0.10233100233100233,0.2764158918005072
2018-46,-0.28937728937728935,0.19487179487179487,-0.03344298245614032,-0.05030733155733157,0.12557234432234438,-0.17094017094017094,0.059036393713813085,-0.049616948092557844,0.09766899766899768,0.43026204564666104
2018-47,-0.1465201465201465,0.19487179487179487,-0.07620614035087717,-0.06654109779109779,0.1702152014652015,-0.17094017094017094,-0.06193134822167079,-0.07217792370231393,-0.10233100233100233,0.5071851225697379
2018-48,-0.28937728937728935,-0.13846153846153847,-0.17489035087719296,-0.08493936618936619,0.1345009157509158,-0.17094017094017094,-0.04311414392059552,-0.09900719199499687,-0.06596736596736597,0.3863060016906171
2018-49,-0.28937728937728935,0.06153846153846153,-0.15844298245614033,-0.058694777444777455,0.027358058608058653,0.05128205128205127,-0.09956575682382132,-0.03681207004377735,-0.08414918414918414,0.03465765004226542
2018-50,0.1391941391941392,0.26153846153846155,-0.026864035087719267,0.3955801143301143,0.0005723443223443679,0.05128205128205127,-0.08074855252274606,-0.04412914321450906,-0.10233100233100233,0.21048182586644124
2018-51,0.7106227106227107,-0.0051282051282051395,-0.07949561403508769,0.04141344766344766,-0.052999084249084207,-0.17094017094017094,-0.09687758478081057,-0.07339743589743589,-0.029603729603729596,0.2764158918005072
2018-52,-0.28937728937728935,0.1282051282051282,-0.22752192982456138,0.041684010434010425,-0.06192765567765563,-0.17094017094017094,-0.08612489660876756,-0.09717792370231394,-0.04778554778554778,-0.009298393913778536
2019-01,-0.28937728937728935,0.1282051282051282,-0.06633771929824558,0.3406558719058719,0.05414377289377294,-0.17094017094017094,-0.08881306865177832,-0.031324265165728574,0.006759906759906768,-0.4158918005071851
2019-02,-0.28937728937728935,-0.0051282051282051395,-0.07291666666666663,0.4061320623820624,0.018429487179487225,-0.17094017094017094,-0.0726840363937138,-0.03193402126328955,-0.06596736596736597,-0.4158918005071851
2019-03,-0.1465201465201465,0.06153846153846153,-0.0005482456140350566,0.411272755022755,0.09878663003663009,-0.05982905982905984,-0.08074855252274606,-0.044738899312070035,-0.011421911421911414,-0.4158918005071851
2019-04,-0.00366300366300365,0.3948717948717949,-0.10252192982456138,0.34390262515262515,0.06307234432234436,0.05128205128205127,0.029466501240694803,0.008919637273295816,0.006759906759906768,-0.4158918005071851
2019-05,0.1391941391941392,-0.0051282051282051395,0.061951754385964945,0.411272755022755,-0.08871336996336991,0.05128205128205127,-0.0780603804797353,-0.018519387116948085,-0.08414918414918414,0.07861369399830938
2019-06,-0.00366300366300365,-0.0717948717948718,0.10142543859649127,0.3330801143301143,-0.02621336996336992,-0.17094017094017094,-0.0001033912324234758,-0.008763289555972477,0.043123543123543134,0.1445477599323753
2019-07,-0.1465201465201465,-0.0717948717948718,-0.07291666666666663,0.2413593351093351,-0.16907051282051277,-0.05982905982905984,-0.06999586435070304,-0.005714509068167599,0.02494172494172495,0.3423499577345731
2019-08,0.7106227106227107,0.06153846153846153,-0.0005482456140350566,0.08930305805305805,0.3577152014652015,-0.17094017094017094,-0.06461952026468154,-0.07888524077548467,-0.10233100233100233,0.03465765004226542
2019-09,0.28205128205128205,-0.13846153846153847,-0.03344298245614032,-0.07195235320235321,0.4559294871794872,-0.17094017094017094,-0.05655500413564928,-0.08498280175109443,-0.08414918414918414,0.06762468300929839
2019-10,-0.1465201465201465,-0.0717948717948718,-0.10910087719298242,-0.19045884670884672,0.0005723443223443679,-0.05982905982905984,-0.05655500413564928,-0.12705597248280173,-0.011421911421911414,0.1445477599323753
2019-11,-0.28937728937728935,-0.0717948717948718,0.009320175438596522,-0.22698482073482074,0.10771520146520151,-0.17094017094017094,-0.04311414392059552,-0.13376328955597247,0.09766899766899768,0.03465765004226542
2019-12,0.28205128205128205,0.06153846153846153,-0.020285087719298215,-0.2364545177045177,-0.01728479853479849,-0.05982905982905984,-0.026985111662531,-0.12522670419011883,-0.011421911421911414,0.23245984784446322
2019-13,0.1391941391941392,-0.13846153846153847,-0.00712719298245611,-0.26296966921966924,-0.12442765567765564,-0.17094017094017094,0.00527295285359803,-0.11364133833646028,0.043123543123543134,0.1335587489433643
2019-14,0.28205128205128205,-0.0051282051282051395,-0.07620614035087717,-0.3008484570984571,-0.06192765567765563,-0.05982905982905984,-0.06193134822167079,-0.14656816760475297,0.02494172494172495,0.1335587489433643
2019-15,0.1391941391941392,0.46153846153846156,-0.06962719298245611,-0.3165410977910978,-0.044070512820512775,-0.17094017094017094,-0.018920595533498744,-0.1105925578486554,0.13403263403263405,-0.06424344885883349
