season,country,predicted_influenza_peak,real_influenza_peak,predicted_influenza_peak_value,real_influenza_peak_value,mse,pcc
2016-2017,netherlands,2017-04,2017-05,100.9803276265367,123.5129131035,681.2301455361198,0.5811876455948837
2017-2018,netherlands,2018-07,2018-10,98.54454670363481,169.66161532299998,1474.5780182332103,0.8922128002517635
2018-2019,netherlands,2019-06,2019-06,114.86323654441733,107.51,606.2152779827103,0.7510008888466243
