week,Allgemeininfektion,Rhinosinusitis,Bradykardie,Dyspnoe,Fieber,Pertussisimpfstoff,Remune,Erkältung,Schüttelfrost,Influenzaimpfstoff
2018-42,-0.039096217314039096,0.3756886624414896,-0.03819577423270732,0.3153611502197193,-0.058479713332713686,-0.04735123367198836,-0.04700854700854701,0.08623933296208784,-0.09412323630679323,0.06903353057199214
2018-43,-0.009393247017009394,0.2819891470941552,-0.044441813881480746,0.26544434489526003,-0.03707703224416872,-0.09923802612481855,0.3339438339438339,0.02627063799045802,-0.09372477701605077,-0.09763313609467453
2018-44,0.015359228230515358,0.24483244273228116,-0.04905845188274806,0.31078544306497713,-0.017745578357741012,-0.16527576197387517,0.09584859584859584,0.0006396460123715406,-0.09824064897779868,0.06262327416173573
2018-45,0.03021071337903021,0.3304544136531212,-0.04290293454772497,0.32451256452920346,-0.017572976090897908,-0.07093613933236573,0.09584859584859584,0.0020092410035670014,-0.03395588340468139,0.09467455621301778
2018-46,-0.024244732165524245,0.3223768692266269,-0.04679539403898957,0.40146763940441144,-0.06998653112225399,-0.07093613933236573,0.09584859584859584,0.004748430985957923,-0.08137253900303443,-0.033530571992110424
2018-47,-0.0787001777100787,0.33530094030901786,-0.050687853530254165,0.34447928665898714,-0.06147148595799416,-0.15112481857764873,0.0006105006105006083,-0.04514395797901958,-0.1411414326144038,-0.2001972386587771
2018-48,-0.0886011678090886,0.4209229112298579,-0.055938147727773856,0.2483894364094031,-0.044441395629474516,-0.1747097242380261,0.14346764346764346,-0.018828168505335367,-0.11457747989823963,-0.17455621301775145
2018-49,0.010408733181010406,0.3902282424091794,-0.06372306671030305,0.2313345279235462,-0.034430464152574454,-0.10867198838896949,-0.04700854700854701,0.034488207937630785,-0.048831696925733324,-0.23224852071005914
2018-50,-0.05394770246255395,0.37084213578559294,-0.05937799565028676,0.2525491701864414,0.000665330105523471,-0.1558417997097242,-0.09462759462759462,0.07469560375058325,-0.08097407971229197,-0.27071005917159763
2018-51,-0.17771007870017771,0.32399237811192577,-0.09115132777665591,0.0832480054609838,-0.032186634683614095,-0.2265965166908563,0.19108669108669107,0.044368857516969465,-0.08456021332897412,-0.3027613412228797
2018-52,-0.17275958365067276,0.2787581293235574,-0.10916526821297345,-0.04154400785016427,-0.01791818062458412,-0.3067851959361393,-0.04700854700854701,0.05982571527474681,-0.10740521266487531,-0.277120315581854
2019-01,-0.014343742066514346,-0.49183960896400314,-0.028419364347670662,-0.5881330261529929,-0.4728977560230077,-0.20301161103047893,-0.3327228327228327,0.28062399349818645,-0.013368820049654163,-0.30917159763313606
2019-02,0.010408733181010406,-0.49183960896400314,-0.017104075128878227,-0.5881330261529929,0.14145124576054907,-0.08980406386066761,-0.3327228327228327,0.20275273542735883,-0.03727637749420191,-0.17455621301775145
2019-03,0.02526021832952526,-0.49183960896400314,0.00326344546494815,-0.5881330261529929,0.18719084647397177,-0.12753991291727138,-0.3327228327228327,0.19238294477973605,0.0021710922893018745,-0.17455621301775145
2019-04,0.010408733181010406,-0.49183960896400314,-0.005245652027583759,-0.5881330261529929,0.3024316266362179,-0.08037010159651667,0.048229548229548225,0.3275815360534594,0.09142597341561347,-0.27071005917159763
2019-05,0.02526021832952526,0.5081603910359969,-0.02000078916888909,-0.5881330261529929,0.3827492148072092,0.08944121915820032,0.2863247863247863,0.3942025495537529,0.0737609448593643,-0.11686390532544376
2019-06,0.054963188626554964,0.23837040719108568,-0.01855243214888366,-0.5881330261529929,0.2749303321192166,0.6932148040638606,-0.14224664224664224,0.45094291347470766,0.05184568386852886,0.02416173570019727
2019-07,-0.03414572226453415,0.2739116026676608,-0.015474673481372117,-0.5881330261529929,0.19777711884034885,0.3913280116110305,0.5244200244200244,0.3524299023222913,-0.03541690080407042,-0.059171597633136064
2019-08,0.04506219852754506,0.1899051406321196,-0.006875053675089869,0.3731814497205512,0.09847328131661605,0.19321480406386068,0.048229548229548225,0.1737955841849405,-0.1117882648630424,-0.2066074950690335
2019-09,-0.039096217314039096,0.17698106954972867,-0.013030571010112952,0.34447928665898714,0.028626897334106408,0.08944121915820032,0.048229548229548225,0.020890086239332997,-0.1419383511958887,-0.29635108481262323
2019-10,0.10446813912160446,0.17698106954972867,0.00326344546494815,0.4118669738470071,-0.041737293448932546,0.16491291727140786,0.38156288156288154,-0.04563309904730367,-0.16040029833362282,-0.28994082840236685
2019-11,0.04011170347804011,0.17375005177913092,0.002810833896196453,0.36486198216647464,-0.044441395629474516,0.08000725689404938,-0.09462759462759462,-0.14913534909621778,-0.1851047743596555,-0.23865877712031555
2019-12,-0.1084031480071084,0.04774035872581914,-0.0019868487325715384,0.3419834463927642,-0.07378378099280229,-0.0001814223512336462,-0.09462759462759462,-0.18366870851707476,-0.17926070476209938,-0.34763313609467456
2019-13,-0.11335364305661336,-0.028188558883227716,-0.017285119756378906,0.2974742949784547,-0.1237809042883549,-0.11338896952104496,0.048229548229548225,-0.21869120900621583,-0.21751279667337578,-0.277120315581854
2019-14,-0.009393247017009394,-0.026573049997928845,-0.0077802768125932635,0.2887388540466743,-0.16549311877543849,0.032837445573294655,0.14346764346764346,-0.2589964330328251,-0.23384962759381672,-0.3284023668639053
2019-15,-0.06384869256156385,-0.07180729878629719,-0.03330756929018899,0.1972247109518324,-0.19863275400931457,-0.08037010159651667,-0.14224664224664224,-0.29088843068494796,-0.2228255872166086,-0.36045364891518733
