season,country,predicted_influenza_peak,real_influenza_peak,predicted_influenza_peak_value,real_influenza_peak_value,mse,pcc
2016-2017,germany,2017-09,2017-06,8.827650946549284,19.91,32.27309542604504,0.39688972501938635
2017-2018,germany,2018-08,2018-10,14.969775528060243,57.31,261.4830684826374,0.7328848185011951
2018-2019,germany,2019-08,2019-08,22.163361225963328,23.6,20.222267055077843,0.9100769836115177
