Week,1918,1969,1997,2004,2005,AIDS,Acido acetilsalicilico,Acido sialico,Amantadina,Anni 2000,Antivirale,Antivirali,Antrace,Apparato respiratorio,Asma,Aspirina,Astenia,Auguste Rodin,Bacteria,Bronchite,Bronchite acuta,Broncopneumopatia cronica ostruttiva,Case farmaceutiche,Catarro,Cefalea,Charles Griffes,Cheratite,Cina,Classificazione ICD,Colera,Conseguenze della prima guerra mondiale,Contagion (film 2011),Contagiosità,Croup,Damiano de Veuster,Dengue,Difterite,Dottrina miasmatico-umorale,Edmund Allenby,Effetto collaterale (medicina),Emoagglutinina,Encefalomielite acuta disseminata,Endo-alfa-sialidasi,Enzima,Epatite A,Epatite C,Epatopatia,Epidemia,Epidemiologia,Espettorato,Evoluzione,Faringite,Fattore di rischio,Febbre,Febbre Q,Febbre suina,Febbre tifoide,Fotofobia,Gastroenterite,Genoma,George Washington,ICD-10,Infezione,Influenza,Influenza asiatica,Influenza aviaria,Influenza di Hong Kong,Influenza spagnola,Influenza suina,Influenzavirus A,Influenzavirus A sottotipo H1N1,Influenzavirus C,Inghilterra,Insufficienza cardiaca,Ipoclorito di sodio,Isola di Pasqua,Italia,Kaliningrad,Königsberg,L'ombra dello scorpione (miniserie televisiva),Lavandula,Leptospirosi,Malattia,Malattia di Lyme,Malattia infettiva,Meningite,Mialgia,Mineral Miracle Solution,Mohammed Abdullah Hassan,Morbillo,Mutazione genetica,Nausea,Neoplasia,Neuraminidasi,New Jersey,Oceano Pacifico,Omeopatia,Organizzazione mondiale della sanità,Orthomyxoviridae,Oseltamivir,Pandemia,Pandemia influenzale,Pandemia influenzale del 2009,Paracetamolo,Periodo di incubazione,Pertosse,Peste,Peste nera,Poliomielite,Polmonite,Prima guerra mondiale,Quadro clinico,Rabbia,Raffreddore comune,Rinite,Rinofaringite,Rinorrea,Réseau Sentinelles,SARS,Salasso,Sanofi Pasteur,Sclerosi multipla,Selezione naturale,Seni paranasali,Sequenziamento del DNA,Sesta malattia,Sindrome di Reye,Sindrome influenzale,Sistema immunitario,Sputo,Starnuto,Stati Uniti d'America,Statunitensi,Subsalicilato di bismuto,Tahiti,Tifo esantematico,Tonsillite,Tosse,Tosse post-virale,Toxoplasma gondii,Vaccinazione,Vaccino antinfluenzale,Vaccino influenza stagionale,Vaccino influenzale,Vaiolo,Vienna,Vietnam,Virus (biologia),Virus a RNA,Virus del mosaico del tabacco,Virus parainfluenzali umani,Virus respiratorio sinciziale umano,Vitamina D,Vomito,XIX secolo,XVIII secolo,Yasser Arafat,Zanamivir,Zinco,Zoonosi
2015-01,,,,,,,0.0,0.0,78.0,0.0,97.0,8.0,315.0,0.0,,89.0,663.0,,,835.0,0.0,0.0,0.0,45.0,379.0,,142.0,,0.0,,0.0,0.0,0.0,,0.0,,263.0,0.0,,0.0,38.0,0.0,20.0,620.0,0.0,0.0,76.0,,307.0,364.0,617.0,400.0,0.0,964.0,0.0,0.0,0.0,116.0,407.0,331.0,,,252.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,1903.0,0.0,0.0,0.0,,,,0.0,,270.0,271.0,0.0,0.0,647.0,221.0,0.0,,399.0,0.0,,,9.0,,0.0,876.0,0.0,,,,0.0,0.0,1330.0,0.0,227.0,,0.0,537.0,1095.0,0.0,0.0,396.0,0.0,302.0,19.0,132.0,,,202.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,137.0,,39.0,0.0,,0.0,357.0,,0.0,,168.0,0.0,0.0,0.0,544.0,,,0.0,0.0,0.0,0.0,0.0,0.0,419.0,0.0,0.0,,,,
2015-02,,,,,,,0.0,0.0,165.0,0.0,255.0,5.0,670.0,0.0,,197.0,1662.0,,,2066.0,0.0,0.0,0.0,65.0,856.0,,374.0,,0.0,,0.0,0.0,0.0,,0.0,,725.0,0.0,,0.0,82.0,0.0,63.0,1777.0,0.0,0.0,198.0,,818.0,825.0,1419.0,865.0,0.0,2216.0,0.0,0.0,0.0,244.0,977.0,732.0,,,484.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,3971.0,0.0,0.0,0.0,,,,0.0,,583.0,689.0,0.0,0.0,1735.0,553.0,0.0,,1097.0,0.0,,2496.0,20.0,,0.0,1843.0,0.0,,,,0.0,0.0,3035.0,0.0,485.0,,0.0,1194.0,2743.0,0.0,0.0,923.0,0.0,596.0,59.0,277.0,,,474.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,295.0,,102.0,0.0,,0.0,806.0,,0.0,,491.0,0.0,0.0,0.0,1175.0,,,0.0,0.0,0.0,0.0,0.0,0.0,780.0,0.0,0.0,,,,
2015-03,,,,,,,0.0,0.0,250.0,0.0,266.0,18.0,971.0,0.0,,189.0,1971.0,,,1896.0,0.0,0.0,0.0,80.0,1008.0,,444.0,,0.0,,0.0,0.0,1.0,,0.0,,908.0,0.0,,0.0,97.0,0.0,81.0,2008.0,0.0,0.0,287.0,,967.0,846.0,1296.0,833.0,0.0,2406.0,0.0,0.0,0.0,297.0,986.0,1039.0,,,589.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,4329.0,0.0,0.0,0.0,,,,0.0,,670.0,838.0,0.0,0.0,2330.0,658.0,0.0,,1177.0,0.0,,2955.0,21.0,,0.0,2020.0,0.0,,,,0.0,0.0,3004.0,0.0,585.0,,0.0,1307.0,3118.0,0.0,0.0,901.0,0.0,605.0,58.0,271.0,,,484.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,354.0,,91.0,0.0,,0.0,956.0,,0.0,,518.0,0.0,0.0,0.0,1691.0,,,0.0,0.0,0.0,0.0,0.0,0.0,753.0,0.0,0.0,,,,
2015-04,,,,,,,0.0,0.0,235.0,0.0,269.0,16.0,900.0,0.0,,231.0,1932.0,,,2049.0,0.0,0.0,0.0,58.0,1044.0,,410.0,,0.0,,0.0,0.0,0.0,,0.0,,926.0,0.0,,0.0,106.0,0.0,83.0,1998.0,0.0,0.0,255.0,,1122.0,860.0,1449.0,874.0,0.0,2531.0,0.0,0.0,0.0,319.0,998.0,807.0,,,605.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,3996.0,0.0,0.0,0.0,,,,0.0,,669.0,865.0,0.0,0.0,8653.0,743.0,0.0,,1560.0,0.0,,2969.0,31.0,,0.0,1981.0,0.0,,,,0.0,0.0,3258.0,0.0,567.0,,0.0,1437.0,3277.0,0.0,0.0,830.0,0.0,639.0,60.0,272.0,,,553.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,340.0,,82.0,0.0,,0.0,882.0,,0.0,,634.0,0.0,0.0,0.0,1188.0,,,0.0,0.0,0.0,0.0,0.0,0.0,933.0,0.0,0.0,,,,
2015-05,,,,,,,0.0,0.0,213.0,0.0,305.0,16.0,826.0,0.0,,177.0,1809.0,,,1877.0,0.0,0.0,0.0,65.0,1066.0,,464.0,,0.0,,0.0,0.0,0.0,,0.0,,1536.0,0.0,,0.0,108.0,0.0,82.0,1890.0,0.0,0.0,286.0,,924.0,787.0,1483.0,856.0,0.0,2477.0,0.0,0.0,0.0,288.0,924.0,818.0,,,679.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,5411.0,0.0,0.0,0.0,,,,0.0,,644.0,827.0,0.0,0.0,3535.0,772.0,0.0,,1898.0,0.0,,3092.0,30.0,,0.0,2007.0,0.0,,,,0.0,0.0,2991.0,0.0,599.0,,0.0,1723.0,3244.0,0.0,0.0,1338.0,0.0,749.0,61.0,248.0,,,480.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,356.0,0.0,88.0,0.0,,0.0,960.0,,0.0,,877.0,0.0,0.0,0.0,1300.0,,,0.0,0.0,0.0,0.0,0.0,0.0,964.0,0.0,0.0,,,,
2015-06,,,,,,,0.0,0.0,222.0,0.0,272.0,18.0,897.0,0.0,,188.0,1949.0,,,1907.0,0.0,0.0,0.0,70.0,964.0,,461.0,,0.0,,0.0,0.0,1.0,,0.0,,966.0,0.0,,0.0,102.0,0.0,60.0,2080.0,0.0,0.0,292.0,,1148.0,803.0,1446.0,839.0,0.0,2411.0,0.0,0.0,0.0,298.0,991.0,810.0,,,591.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,4024.0,0.0,0.0,0.0,,,,0.0,,618.0,815.0,0.0,0.0,2437.0,653.0,0.0,,2754.0,0.0,,3322.0,25.0,,0.0,2097.0,0.0,,,,0.0,0.0,4951.0,0.0,655.0,,0.0,1655.0,2995.0,0.0,0.0,790.0,0.0,666.0,57.0,271.0,,,492.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,337.0,0.0,66.0,0.0,,0.0,898.0,,0.0,,752.0,0.0,0.0,0.0,1409.0,,,0.0,0.0,0.0,0.0,0.0,0.0,889.0,0.0,0.0,,,,
2015-07,,,,,,,0.0,0.0,234.0,0.0,213.0,17.0,900.0,0.0,,204.0,1868.0,,,1813.0,0.0,0.0,0.0,55.0,878.0,,393.0,,0.0,,0.0,0.0,1.0,,0.0,,1045.0,0.0,,0.0,109.0,0.0,63.0,1904.0,0.0,0.0,255.0,,961.0,789.0,1407.0,678.0,0.0,2232.0,0.0,0.0,0.0,303.0,944.0,817.0,,,594.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,3695.0,0.0,0.0,0.0,,,,0.0,,596.0,830.0,0.0,0.0,5211.0,581.0,0.0,,1962.0,0.0,,3202.0,28.0,,0.0,2733.0,0.0,,,,0.0,0.0,2853.0,0.0,604.0,,0.0,1640.0,2931.0,0.0,0.0,857.0,0.0,561.0,38.0,274.0,,,460.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,311.0,0.0,76.0,0.0,,0.0,818.0,659.0,0.0,,651.0,0.0,0.0,0.0,1263.0,,,0.0,0.0,0.0,0.0,0.0,0.0,776.0,0.0,0.0,,,,
2015-08,,,,,,,0.0,0.0,267.0,0.0,230.0,11.0,699.0,0.0,,171.0,1950.0,,,1789.0,0.0,0.0,0.0,59.0,1029.0,,419.0,,0.0,,0.0,0.0,0.0,,0.0,,1252.0,0.0,,0.0,106.0,0.0,70.0,1969.0,0.0,0.0,274.0,,972.0,702.0,1358.0,711.0,0.0,2060.0,0.0,0.0,0.0,300.0,1114.0,896.0,,,583.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,3561.0,0.0,0.0,0.0,,,,0.0,,662.0,798.0,0.0,0.0,5223.0,570.0,0.0,,1396.0,0.0,,3362.0,32.0,,0.0,1981.0,0.0,,,,0.0,0.0,2794.0,0.0,610.0,,0.0,1559.0,2904.0,0.0,0.0,898.0,0.0,614.0,44.0,270.0,,,548.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,370.0,0.0,63.0,0.0,,0.0,828.0,666.0,0.0,,609.0,0.0,0.0,0.0,1297.0,,,0.0,0.0,0.0,0.0,0.0,0.0,856.0,0.0,0.0,,,,
2015-09,,,,,,,0.0,0.0,437.0,0.0,217.0,17.0,682.0,0.0,,204.0,2064.0,,,1618.0,0.0,0.0,0.0,51.0,969.0,,438.0,,0.0,,0.0,0.0,0.0,,0.0,719.0,873.0,0.0,,0.0,81.0,0.0,50.0,1814.0,0.0,0.0,264.0,,917.0,823.0,1241.0,830.0,0.0,1731.0,0.0,0.0,0.0,319.0,1205.0,887.0,,927.0,616.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,4080.0,0.0,0.0,0.0,,,,0.0,,693.0,848.0,0.0,0.0,4206.0,588.0,0.0,,2550.0,0.0,,3028.0,26.0,,0.0,1911.0,0.0,,,,0.0,0.0,2642.0,0.0,587.0,,0.0,1575.0,2721.0,0.0,0.0,903.0,0.0,678.0,52.0,243.0,,,435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,346.0,0.0,85.0,0.0,,0.0,848.0,612.0,0.0,,727.0,0.0,0.0,0.0,1721.0,,,0.0,0.0,0.0,0.0,0.0,0.0,840.0,0.0,0.0,,,,
2015-10,,,,,,,0.0,0.0,181.0,0.0,195.0,15.0,642.0,0.0,,173.0,2019.0,,,1444.0,0.0,0.0,0.0,60.0,945.0,,444.0,,0.0,,0.0,0.0,0.0,,0.0,782.0,814.0,0.0,,0.0,72.0,0.0,62.0,1967.0,0.0,0.0,250.0,,852.0,678.0,1281.0,772.0,0.0,1681.0,0.0,0.0,0.0,330.0,1099.0,893.0,,992.0,549.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,4028.0,0.0,0.0,0.0,,,,0.0,,623.0,804.0,0.0,0.0,2174.0,551.0,0.0,,1775.0,0.0,,2857.0,19.0,,0.0,2196.0,0.0,,,,0.0,0.0,3056.0,0.0,527.0,,0.0,1689.0,2285.0,0.0,0.0,760.0,0.0,657.0,37.0,272.0,,,513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,329.0,0.0,99.0,0.0,,0.0,814.0,609.0,0.0,,587.0,0.0,0.0,0.0,1305.0,,,0.0,0.0,0.0,0.0,0.0,0.0,710.0,0.0,0.0,,,,
