Week,1918,1969,1997,2004,2005,AIDS,Acido acetilsalicilico,Acido sialico,Amantadina,Anni 2000,Antivirale,Antivirali,Antrace,Apparato respiratorio,Asma,Aspirina,Astenia,Auguste Rodin,Bacteria,Bronchite,Bronchite acuta,Broncopneumopatia cronica ostruttiva,Case farmaceutiche,Catarro,Cefalea,Charles Griffes,Cheratite,Cina,Classificazione ICD,Colera,Conseguenze della prima guerra mondiale,Contagion (film 2011),Contagiosità,Croup,Damiano de Veuster,Dengue,Difterite,Dottrina miasmatico-umorale,Edmund Allenby,Effetto collaterale (medicina),Emoagglutinina,Encefalomielite acuta disseminata,Endo-alfa-sialidasi,Enzima,Epatite A,Epatite C,Epatopatia,Epidemia,Epidemiologia,Espettorato,Evoluzione,Faringite,Fattore di rischio,Febbre,Febbre Q,Febbre suina,Febbre tifoide,Fotofobia,Gastroenterite,Genoma,George Washington,ICD-10,Infezione,Influenza,Influenza asiatica,Influenza aviaria,Influenza di Hong Kong,Influenza spagnola,Influenza suina,Influenzavirus A,Influenzavirus A sottotipo H1N1,Influenzavirus C,Inghilterra,Insufficienza cardiaca,Ipoclorito di sodio,Isola di Pasqua,Italia,Kaliningrad,Königsberg,L'ombra dello scorpione (miniserie televisiva),Lavandula,Leptospirosi,Malattia,Malattia di Lyme,Malattia infettiva,Meningite,Mialgia,Mineral Miracle Solution,Mohammed Abdullah Hassan,Morbillo,Mutazione genetica,Nausea,Neoplasia,Neuraminidasi,New Jersey,Oceano Pacifico,Omeopatia,Organizzazione mondiale della sanità,Orthomyxoviridae,Oseltamivir,Pandemia,Pandemia influenzale,Pandemia influenzale del 2009,Paracetamolo,Periodo di incubazione,Pertosse,Peste,Peste nera,Poliomielite,Polmonite,Prima guerra mondiale,Quadro clinico,Rabbia,Raffreddore comune,Rinite,Rinofaringite,Rinorrea,Réseau Sentinelles,SARS,Salasso,Sanofi Pasteur,Sclerosi multipla,Selezione naturale,Seni paranasali,Sequenziamento del DNA,Sesta malattia,Sindrome di Reye,Sindrome influenzale,Sistema immunitario,Sputo,Starnuto,Stati Uniti d'America,Statunitensi,Subsalicilato di bismuto,Tahiti,Tifo esantematico,Tonsillite,Tosse,Tosse post-virale,Toxoplasma gondii,Vaccinazione,Vaccino antinfluenzale,Vaccino influenza stagionale,Vaccino influenzale,Vaiolo,Vienna,Vietnam,Virus (biologia),Virus a RNA,Virus del mosaico del tabacco,Virus parainfluenzali umani,Virus respiratorio sinciziale umano,Vitamina D,Vomito,XIX secolo,XVIII secolo,Yasser Arafat,Zanamivir,Zinco,Zoonosi
2012-01,,,,,,,0.0,0.0,244.0,0.0,343.0,4.0,1244.0,0.0,,484.0,3889.0,,,3364.0,0.0,0.0,0.0,168.0,2029.0,,796.0,,0.0,,0.0,0.0,0.0,,0.0,,1635.0,0.0,,0.0,119.0,0.0,86.0,2856.0,0.0,0.0,287.0,,1004.0,1239.0,2629.0,1771.0,0.0,6634.0,0.0,0.0,0.0,582.0,2659.0,1222.0,,,1157.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,12446.0,0.0,0.0,0.0,,,,0.0,,1079.0,1227.0,0.0,0.0,4278.0,903.0,0.0,,2715.0,0.0,,,34.0,,0.0,3425.0,0.0,,,,0.0,0.0,7790.0,0.0,950.0,,0.0,2237.0,4489.0,0.0,0.0,1762.0,0.0,1031.0,158.0,465.0,,,987.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.0,,59.0,0.0,,0.0,2047.0,,0.0,,1645.0,0.0,0.0,0.0,3134.0,,,0.0,0.0,0.0,0.0,0.0,0.0,3059.0,0.0,0.0,,,,
2012-02,,,,,,,0.0,0.0,335.0,0.0,329.0,17.0,1667.0,0.0,,431.0,4240.0,,,3028.0,0.0,0.0,0.0,94.0,2062.0,,945.0,,0.0,,0.0,0.0,1.0,,0.0,,1653.0,0.0,,0.0,84.0,0.0,85.0,3706.0,0.0,0.0,362.0,,1386.0,1108.0,3044.0,1602.0,0.0,5885.0,0.0,0.0,0.0,645.0,1964.0,1467.0,,,1175.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,9583.0,0.0,0.0,0.0,,,,0.0,,1089.0,1444.0,0.0,0.0,3722.0,890.0,0.0,,2443.0,0.0,,1008.0,26.0,,0.0,3355.0,0.0,,,,0.0,0.0,6363.0,0.0,824.0,,0.0,2285.0,4252.0,0.0,0.0,1541.0,0.0,974.0,112.0,409.0,,,1068.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,632.0,,37.0,0.0,,0.0,1823.0,,0.0,,2255.0,0.0,0.0,0.0,1957.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2759.0,0.0,0.0,,,,
2012-03,,,,,,,0.0,0.0,334.0,0.0,324.0,11.0,985.0,0.0,,371.0,4011.0,,,2885.0,0.0,0.0,0.0,108.0,2016.0,,987.0,,0.0,,0.0,0.0,0.0,,0.0,,2015.0,0.0,,0.0,127.0,0.0,104.0,3809.0,0.0,0.0,378.0,,1362.0,1072.0,2788.0,1504.0,0.0,6756.0,0.0,0.0,0.0,520.0,1919.0,1439.0,,,1220.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,8859.0,0.0,0.0,0.0,,,,0.0,,1072.0,1374.0,0.0,0.0,4356.0,820.0,0.0,,2566.0,0.0,,867.0,38.0,,0.0,3413.0,0.0,,,,0.0,0.0,6769.0,0.0,968.0,,0.0,2376.0,4184.0,0.0,0.0,1470.0,0.0,918.0,130.0,405.0,,,957.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,597.0,,25.0,0.0,,0.0,1868.0,,0.0,,2322.0,0.0,0.0,0.0,1798.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2659.0,0.0,0.0,,,,
2012-04,,,,,,,0.0,0.0,300.0,0.0,296.0,12.0,1066.0,0.0,,412.0,3935.0,,,3068.0,0.0,0.0,0.0,118.0,2102.0,,933.0,,0.0,,0.0,0.0,0.0,,0.0,,1971.0,0.0,,0.0,117.0,0.0,114.0,3628.0,0.0,0.0,389.0,,1425.0,1131.0,2642.0,1261.0,0.0,6978.0,0.0,0.0,0.0,536.0,1586.0,1510.0,,,1214.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,8734.0,0.0,0.0,0.0,,,,0.0,,854.0,1309.0,0.0,0.0,3590.0,955.0,0.0,,2273.0,0.0,,1029.0,42.0,,0.0,3325.0,0.0,,,,0.0,0.0,6208.0,0.0,1000.0,,0.0,2425.0,4007.0,0.0,0.0,1283.0,0.0,858.0,118.0,433.0,,,960.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584.0,,41.0,0.0,,0.0,1731.0,,0.0,,2203.0,0.0,0.0,0.0,1883.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2354.0,0.0,0.0,,,,
2012-05,,,,,,,0.0,0.0,313.0,0.0,343.0,15.0,1429.0,0.0,,425.0,3704.0,,,2927.0,0.0,0.0,0.0,122.0,1998.0,,927.0,,0.0,,0.0,0.0,0.0,,0.0,,2255.0,0.0,,0.0,130.0,0.0,98.0,3670.0,0.0,0.0,373.0,,1504.0,1246.0,2846.0,1113.0,0.0,7682.0,0.0,0.0,0.0,483.0,1282.0,1432.0,,,1201.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,8385.0,0.0,0.0,0.0,,,,0.0,,910.0,1368.0,0.0,0.0,4474.0,825.0,0.0,,2392.0,0.0,,947.0,42.0,,0.0,3303.0,0.0,,,,0.0,0.0,6968.0,0.0,957.0,,0.0,2241.0,4732.0,0.0,0.0,1377.0,0.0,950.0,129.0,437.0,,,906.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,620.0,0.0,45.0,0.0,,0.0,1600.0,,0.0,,2030.0,0.0,0.0,0.0,1787.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2352.0,0.0,0.0,,,,
2012-06,,,,,,,0.0,0.0,349.0,0.0,388.0,32.0,1307.0,0.0,,469.0,3694.0,,,3037.0,0.0,0.0,0.0,110.0,1969.0,,986.0,,0.0,,0.0,0.0,0.0,,0.0,,1860.0,0.0,,0.0,117.0,0.0,105.0,3612.0,0.0,0.0,386.0,,1590.0,1215.0,3079.0,1267.0,0.0,7219.0,0.0,0.0,0.0,570.0,1557.0,1603.0,,,1231.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,9335.0,0.0,0.0,0.0,,,,0.0,,842.0,1428.0,0.0,0.0,4465.0,823.0,0.0,,2575.0,0.0,,1038.0,33.0,,0.0,3389.0,0.0,,,,0.0,0.0,7045.0,0.0,1157.0,,0.0,2151.0,4939.0,0.0,0.0,1338.0,0.0,956.0,144.0,416.0,,,865.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,622.0,0.0,38.0,0.0,,0.0,1541.0,,0.0,,1920.0,0.0,0.0,0.0,1869.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2285.0,0.0,0.0,,,,
2012-07,,,,,,,0.0,0.0,327.0,0.0,366.0,14.0,1238.0,0.0,,448.0,3666.0,,,2840.0,0.0,0.0,0.0,113.0,1920.0,,863.0,,0.0,,0.0,0.0,0.0,,0.0,,1632.0,0.0,,0.0,136.0,0.0,103.0,3607.0,0.0,0.0,387.0,,1442.0,1164.0,2632.0,1358.0,0.0,6971.0,0.0,0.0,0.0,551.0,1649.0,1331.0,,,1216.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,8324.0,0.0,0.0,0.0,,,,0.0,,821.0,1306.0,0.0,0.0,4217.0,826.0,0.0,,2551.0,0.0,,975.0,40.0,,0.0,3069.0,0.0,,,,0.0,0.0,6464.0,0.0,927.0,,0.0,4260.0,4729.0,0.0,0.0,1354.0,0.0,905.0,125.0,390.0,,,911.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,580.0,0.0,31.0,0.0,,0.0,1719.0,2471.0,0.0,,1899.0,0.0,0.0,0.0,1865.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2611.0,0.0,0.0,,,,
2012-08,,,,,,,0.0,0.0,315.0,0.0,340.0,24.0,1205.0,0.0,,434.0,4217.0,,,2809.0,0.0,0.0,0.0,102.0,2079.0,,944.0,,0.0,,0.0,0.0,1.0,,0.0,,1620.0,0.0,,0.0,111.0,0.0,89.0,3620.0,0.0,0.0,404.0,,1431.0,1183.0,2761.0,1532.0,0.0,7253.0,0.0,0.0,0.0,596.0,1709.0,1652.0,,,1241.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,8262.0,0.0,0.0,0.0,,,,0.0,,793.0,1456.0,0.0,0.0,3848.0,898.0,0.0,,2617.0,0.0,,890.0,53.0,,0.0,3300.0,0.0,,,,0.0,0.0,6043.0,0.0,1045.0,,0.0,3693.0,4537.0,0.0,0.0,1494.0,0.0,1060.0,154.0,814.0,,,911.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,688.0,0.0,43.0,0.0,,0.0,1880.0,2345.0,0.0,,2077.0,0.0,0.0,0.0,1806.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2644.0,0.0,0.0,,,,
2012-09,,,,,,,0.0,0.0,236.0,0.0,309.0,18.0,899.0,0.0,,375.0,4081.0,,,2511.0,0.0,0.0,0.0,99.0,2134.0,,964.0,,0.0,,0.0,0.0,0.0,,0.0,1150.0,2039.0,0.0,,0.0,81.0,0.0,65.0,3232.0,0.0,0.0,401.0,,1233.0,1039.0,2762.0,1486.0,0.0,5741.0,0.0,0.0,0.0,556.0,1785.0,1263.0,,783.0,1132.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,8900.0,0.0,0.0,0.0,,,,0.0,,846.0,1230.0,0.0,0.0,3911.0,903.0,0.0,,2567.0,0.0,,928.0,34.0,,0.0,3404.0,0.0,,,,0.0,0.0,5430.0,0.0,879.0,,0.0,2726.0,4083.0,0.0,0.0,1462.0,0.0,961.0,129.0,408.0,,,840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,664.0,0.0,33.0,0.0,,0.0,1788.0,2115.0,0.0,,1955.0,0.0,0.0,0.0,1952.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2599.0,0.0,0.0,,,,
2012-10,,,,,,,0.0,0.0,245.0,0.0,259.0,23.0,994.0,0.0,,358.0,3487.0,,,2278.0,0.0,0.0,0.0,118.0,1654.0,,856.0,,0.0,,0.0,0.0,0.0,,0.0,1087.0,1356.0,0.0,,0.0,86.0,0.0,52.0,2444.0,0.0,0.0,399.0,,1090.0,839.0,2717.0,1520.0,0.0,5105.0,0.0,0.0,0.0,552.0,1653.0,1379.0,,795.0,1038.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,8189.0,0.0,0.0,0.0,,,,0.0,,813.0,1212.0,0.0,0.0,4508.0,825.0,0.0,,2489.0,0.0,,868.0,39.0,,0.0,3302.0,0.0,,,,0.0,0.0,7013.0,0.0,868.0,,0.0,2217.0,3724.0,0.0,0.0,1341.0,0.0,915.0,92.0,394.0,,,871.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603.0,0.0,31.0,0.0,,0.0,1835.0,2089.0,0.0,,1441.0,0.0,0.0,0.0,1628.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2504.0,0.0,0.0,,,,
2012-11,,,,,,,0.0,0.0,178.0,0.0,279.0,17.0,1122.0,0.0,,324.0,3520.0,,,1776.0,0.0,0.0,0.0,94.0,1974.0,,805.0,,0.0,,0.0,0.0,0.0,,0.0,828.0,1236.0,0.0,,0.0,70.0,0.0,51.0,2771.0,0.0,0.0,365.0,,983.0,974.0,2484.0,1444.0,0.0,4163.0,0.0,0.0,0.0,624.0,1444.0,1136.0,,838.0,1087.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,7419.0,0.0,0.0,0.0,,,,0.0,,787.0,1140.0,0.0,0.0,4200.0,738.0,0.0,,2137.0,0.0,,816.0,26.0,,0.0,3342.0,0.0,,,,0.0,0.0,4183.0,0.0,803.0,,0.0,1891.0,2927.0,0.0,0.0,1172.0,0.0,906.0,80.0,424.0,,516.0,963.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.0,0.0,36.0,0.0,,0.0,1759.0,1748.0,0.0,0.0,1877.0,0.0,0.0,0.0,1607.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2068.0,0.0,0.0,,,,
