Week,1918,1969,1997,2004,2005,AIDS,Acido acetilsalicilico,Acido sialico,Amantadina,Anni 2000,Antivirale,Antivirali,Antrace,Apparato respiratorio,Asma,Aspirina,Astenia,Auguste Rodin,Bacteria,Bronchite,Bronchite acuta,Broncopneumopatia cronica ostruttiva,Case farmaceutiche,Catarro,Cefalea,Charles Griffes,Cheratite,Cina,Classificazione ICD,Colera,Conseguenze della prima guerra mondiale,Contagion (film 2011),Contagiosità,Croup,Damiano de Veuster,Dengue,Difterite,Dottrina miasmatico-umorale,Edmund Allenby,Effetto collaterale (medicina),Emoagglutinina,Encefalomielite acuta disseminata,Endo-alfa-sialidasi,Enzima,Epatite A,Epatite C,Epatopatia,Epidemia,Epidemiologia,Espettorato,Evoluzione,Faringite,Fattore di rischio,Febbre,Febbre Q,Febbre suina,Febbre tifoide,Fotofobia,Gastroenterite,Genoma,George Washington,ICD-10,Infezione,Influenza,Influenza asiatica,Influenza aviaria,Influenza di Hong Kong,Influenza spagnola,Influenza suina,Influenzavirus A,Influenzavirus A sottotipo H1N1,Influenzavirus C,Inghilterra,Insufficienza cardiaca,Ipoclorito di sodio,Isola di Pasqua,Italia,Kaliningrad,Königsberg,L'ombra dello scorpione (miniserie televisiva),Lavandula,Leptospirosi,Malattia,Malattia di Lyme,Malattia infettiva,Meningite,Mialgia,Mineral Miracle Solution,Mohammed Abdullah Hassan,Morbillo,Mutazione genetica,Nausea,Neoplasia,Neuraminidasi,New Jersey,Oceano Pacifico,Omeopatia,Organizzazione mondiale della sanità,Orthomyxoviridae,Oseltamivir,Pandemia,Pandemia influenzale,Pandemia influenzale del 2009,Paracetamolo,Periodo di incubazione,Pertosse,Peste,Peste nera,Poliomielite,Polmonite,Prima guerra mondiale,Quadro clinico,Rabbia,Raffreddore comune,Rinite,Rinofaringite,Rinorrea,Réseau Sentinelles,SARS,Salasso,Sanofi Pasteur,Sclerosi multipla,Selezione naturale,Seni paranasali,Sequenziamento del DNA,Sesta malattia,Sindrome di Reye,Sindrome influenzale,Sistema immunitario,Sputo,Starnuto,Stati Uniti d'America,Statunitensi,Subsalicilato di bismuto,Tahiti,Tifo esantematico,Tonsillite,Tosse,Tosse post-virale,Toxoplasma gondii,Vaccinazione,Vaccino antinfluenzale,Vaccino influenza stagionale,Vaccino influenzale,Vaiolo,Vienna,Vietnam,Virus (biologia),Virus a RNA,Virus del mosaico del tabacco,Virus parainfluenzali umani,Virus respiratorio sinciziale umano,Vitamina D,Vomito,XIX secolo,XVIII secolo,Yasser Arafat,Zanamivir,Zinco,Zoonosi
2008-01,,,,,,,0.0,0.0,147.0,0.0,95.0,31.0,464.0,0.0,,2957.0,2593.0,,,1323.0,0.0,0.0,0.0,717.0,1300.0,,518.0,,0.0,,0.0,0.0,1.0,,0.0,,385.0,0.0,,0.0,0.0,0.0,28.0,1560.0,0.0,0.0,32.0,,601.0,306.0,2194.0,489.0,0.0,3705.0,0.0,0.0,0.0,725.0,567.0,1018.0,,,1112.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,7092.0,0.0,0.0,0.0,,,,0.0,,591.0,1033.0,0.0,0.0,4865.0,1064.0,0.0,,907.0,0.0,,,12.0,,0.0,2332.0,0.0,,,,0.0,0.0,4016.0,0.0,300.0,,0.0,690.0,2152.0,0.0,0.0,702.0,0.0,411.0,0.0,161.0,,,388.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.0,,61.0,0.0,,0.0,511.0,,0.0,,758.0,0.0,0.0,0.0,550.0,,,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,,,,
2008-02,,,,,,,0.0,0.0,92.0,0.0,93.0,22.0,360.0,0.0,,2226.0,3181.0,,,1161.0,0.0,0.0,0.0,594.0,1464.0,,439.0,,0.0,,0.0,0.0,1.0,,0.0,,430.0,0.0,,0.0,0.0,0.0,30.0,1893.0,0.0,0.0,0.0,,760.0,283.0,2213.0,442.0,0.0,2557.0,0.0,0.0,0.0,1075.0,475.0,981.0,,,1318.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,6140.0,0.0,0.0,0.0,,,,0.0,,672.0,1096.0,0.0,0.0,7880.0,1548.0,0.0,,981.0,0.0,,572.0,17.0,,0.0,2285.0,0.0,,,,0.0,0.0,2616.0,0.0,292.0,,0.0,625.0,1870.0,0.0,0.0,741.0,0.0,311.0,0.0,146.0,,,398.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,,49.0,0.0,,0.0,323.0,,0.0,,1191.0,0.0,0.0,0.0,1099.0,,,0.0,0.0,0.0,0.0,0.0,0.0,643.0,0.0,0.0,,,,
2008-03,,,,,,,0.0,0.0,68.0,0.0,57.0,31.0,465.0,0.0,,1943.0,3074.0,,,936.0,0.0,0.0,0.0,492.0,1391.0,,476.0,,0.0,,0.0,0.0,0.0,,0.0,,388.0,0.0,,0.0,0.0,0.0,34.0,2125.0,0.0,0.0,0.0,,863.0,242.0,2586.0,453.0,0.0,2269.0,0.0,0.0,0.0,589.0,459.0,1002.0,,,1221.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,5694.0,0.0,0.0,0.0,,,,0.0,,586.0,1190.0,0.0,0.0,3936.0,926.0,0.0,,1066.0,0.0,,550.0,7.0,,0.0,2301.0,0.0,,,,0.0,0.0,2517.0,0.0,295.0,,0.0,555.0,1616.0,0.0,0.0,932.0,0.0,313.0,0.0,138.0,,,354.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,130.0,,56.0,0.0,,0.0,360.0,,0.0,,976.0,0.0,0.0,0.0,1039.0,,,0.0,0.0,0.0,0.0,0.0,0.0,661.0,0.0,0.0,,,,
2008-04,,,,,,,0.0,0.0,91.0,0.0,92.0,33.0,558.0,0.0,,1985.0,5404.0,,,1031.0,0.0,0.0,0.0,458.0,1156.0,,418.0,,0.0,,0.0,0.0,0.0,,0.0,,387.0,0.0,,0.0,0.0,0.0,26.0,2154.0,0.0,0.0,0.0,,756.0,285.0,2057.0,477.0,0.0,2470.0,0.0,0.0,0.0,351.0,473.0,1098.0,,,1169.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,5191.0,0.0,0.0,0.0,,,,0.0,,574.0,998.0,0.0,0.0,1769.0,769.0,0.0,,1001.0,0.0,,501.0,11.0,,0.0,2441.0,0.0,,,,0.0,0.0,2577.0,0.0,282.0,,0.0,521.0,1782.0,0.0,0.0,890.0,0.0,319.0,0.0,139.0,,,337.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,160.0,,51.0,0.0,,0.0,412.0,,0.0,,837.0,0.0,0.0,0.0,678.0,,,0.0,0.0,0.0,0.0,0.0,0.0,514.0,0.0,0.0,,,,
2008-05,,,,,,,0.0,0.0,76.0,0.0,94.0,24.0,476.0,0.0,,1984.0,3376.0,,,1100.0,0.0,0.0,0.0,534.0,1248.0,,480.0,,0.0,,0.0,0.0,0.0,,0.0,,408.0,0.0,,0.0,0.0,0.0,19.0,2181.0,0.0,0.0,0.0,,862.0,292.0,2149.0,500.0,0.0,2347.0,0.0,0.0,0.0,325.0,453.0,964.0,,,1224.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,5066.0,0.0,0.0,0.0,,,,0.0,,641.0,1062.0,0.0,0.0,1475.0,710.0,0.0,,1095.0,0.0,,467.0,3.0,,0.0,2196.0,0.0,,,,0.0,0.0,2242.0,0.0,316.0,,0.0,518.0,1928.0,0.0,0.0,824.0,0.0,360.0,0.0,117.0,,,341.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,0.0,78.0,0.0,,0.0,418.0,,0.0,,796.0,0.0,0.0,0.0,667.0,,,0.0,0.0,0.0,0.0,0.0,0.0,611.0,0.0,0.0,,,,
2008-06,,,,,,,0.0,0.0,103.0,0.0,71.0,32.0,933.0,0.0,,1972.0,3304.0,,,1032.0,0.0,0.0,0.0,470.0,1303.0,,491.0,,0.0,,0.0,0.0,0.0,,0.0,,398.0,0.0,,0.0,0.0,0.0,27.0,2314.0,0.0,0.0,0.0,,867.0,244.0,2275.0,542.0,0.0,2666.0,0.0,0.0,0.0,304.0,474.0,1082.0,,,1108.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,5260.0,0.0,0.0,0.0,,,,0.0,,573.0,999.0,0.0,0.0,1309.0,710.0,0.0,,1211.0,0.0,,523.0,5.0,,0.0,1992.0,0.0,,,,0.0,0.0,2121.0,0.0,282.0,,0.0,555.0,1821.0,0.0,0.0,874.0,0.0,347.0,0.0,131.0,,,370.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,173.0,0.0,50.0,0.0,,0.0,476.0,,0.0,,712.0,0.0,0.0,0.0,598.0,,,0.0,0.0,0.0,0.0,0.0,0.0,525.0,0.0,0.0,,,,
2008-07,,,,,,,0.0,0.0,92.0,0.0,68.0,18.0,617.0,0.0,,1923.0,3259.0,,,983.0,0.0,0.0,0.0,479.0,1133.0,,511.0,,0.0,,0.0,0.0,2.0,,0.0,,432.0,0.0,,0.0,0.0,0.0,15.0,2481.0,0.0,0.0,0.0,,864.0,274.0,2145.0,530.0,0.0,2433.0,0.0,0.0,0.0,295.0,495.0,1025.0,,,1181.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,5475.0,0.0,0.0,0.0,,,,0.0,,602.0,1071.0,0.0,0.0,904.0,671.0,0.0,,1181.0,0.0,,638.0,5.0,,0.0,1938.0,0.0,,,,0.0,0.0,2288.0,0.0,275.0,,0.0,622.0,1965.0,0.0,0.0,798.0,0.0,412.0,0.0,137.0,,,432.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,164.0,0.0,73.0,0.0,,0.0,415.0,484.0,0.0,,776.0,0.0,0.0,0.0,615.0,,,0.0,0.0,0.0,0.0,0.0,0.0,643.0,0.0,0.0,,,,
2008-08,,,,,,,0.0,0.0,138.0,0.0,93.0,18.0,516.0,0.0,,2281.0,3412.0,,,1233.0,0.0,0.0,0.0,563.0,1151.0,,490.0,,0.0,,0.0,0.0,0.0,,0.0,,413.0,0.0,,0.0,0.0,0.0,16.0,2543.0,0.0,0.0,0.0,,843.0,254.0,2237.0,588.0,0.0,2672.0,0.0,0.0,0.0,364.0,475.0,1123.0,,,1345.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,5667.0,0.0,0.0,0.0,,,,0.0,,600.0,1054.0,0.0,0.0,989.0,630.0,0.0,,1299.0,0.0,,713.0,11.0,,0.0,2363.0,0.0,,,,0.0,0.0,2375.0,0.0,357.0,,0.0,539.0,1809.0,0.0,0.0,797.0,0.0,398.0,0.0,149.0,,,374.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,68.0,0.0,,0.0,528.0,565.0,0.0,,740.0,0.0,0.0,0.0,686.0,,,0.0,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.0,,,,
2008-09,,,,,,,0.0,0.0,116.0,0.0,85.0,22.0,971.0,0.0,,1896.0,3619.0,,,1089.0,0.0,0.0,0.0,503.0,1245.0,,444.0,,0.0,,0.0,0.0,0.0,,0.0,536.0,371.0,0.0,,0.0,0.0,0.0,15.0,2122.0,0.0,0.0,0.0,,709.0,270.0,2339.0,537.0,0.0,2615.0,0.0,0.0,0.0,292.0,534.0,933.0,,260.0,1045.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,5816.0,0.0,0.0,0.0,,,,0.0,,574.0,1082.0,0.0,0.0,1301.0,616.0,0.0,,1408.0,0.0,,594.0,9.0,,0.0,2222.0,0.0,,,,0.0,0.0,2191.0,0.0,283.0,,0.0,505.0,1738.0,0.0,0.0,675.0,0.0,399.0,0.0,152.0,,,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,183.0,0.0,72.0,0.0,,0.0,555.0,506.0,0.0,,680.0,0.0,0.0,0.0,573.0,,,0.0,0.0,0.0,0.0,0.0,0.0,611.0,0.0,0.0,,,,
2008-10,,,,,,,0.0,0.0,43.0,0.0,82.0,18.0,370.0,0.0,,1640.0,3130.0,,,794.0,0.0,0.0,0.0,391.0,987.0,,415.0,,0.0,,0.0,0.0,0.0,,0.0,405.0,367.0,0.0,,0.0,0.0,0.0,11.0,1959.0,0.0,0.0,0.0,,551.0,210.0,1840.0,423.0,0.0,1652.0,0.0,0.0,0.0,225.0,426.0,952.0,,274.0,1046.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,4825.0,0.0,0.0,0.0,,,,0.0,,433.0,869.0,0.0,0.0,2023.0,570.0,0.0,,1187.0,0.0,,525.0,8.0,,0.0,1911.0,0.0,,,,0.0,0.0,1647.0,0.0,262.0,,0.0,470.0,1441.0,0.0,0.0,690.0,0.0,282.0,0.0,103.0,,,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,59.0,0.0,,0.0,412.0,362.0,0.0,,552.0,0.0,0.0,0.0,526.0,,,0.0,0.0,0.0,0.0,0.0,0.0,477.0,0.0,0.0,,,,
